prompt,project code,project_status,project name,Approval date,Code Questions
P-Z1-C00-045 represents ELIMINER LA COSOMMATION DE BOIS DE CHAUFFE DANS LE SECTEUR CACAO happening in Multinational which has status as Closed ->,P-Z1-C00-045,Closed,Eliminer la cosommation de bois de chauffe dans le secteur cacao happening in multinational,22-Dec-2011.,Details regarding project P-Z1-C00-045
P-ZA-KD0-001 represents DEVELOPMENT OF SA OSBP STRATEGY happening in South Africa which has status as Completed ->,P-ZA-KD0-001,Completed,Development of sa osbp strategy happening in south africa,22-Dec-2011.,Details regarding project P-ZA-KD0-001
P-ST-KF0-001 represents RECENSEMENT GENERAL DE LA POPULATION ET DE L'HABITAT EN 2012 happening in Sao Tome which has status as Completed ->,P-ST-KF0-001,Completed,Recensement general de la population et de l'habitat en 2012 happening in sao tome,20-Dec-2011.,Details regarding project P-ST-KF0-001
P-GQ-C00-035 represents GESTION DURABLE DES ÉCOSYSTÈMES DE HAUTE VALEUR SOCIO-ÉCONOMIQUE DE LA RÉSERVE NATURELLE DE RÍO happening in Eq Guinea which has status as Completed ->,P-GQ-C00-035,Completed,Gestion durable des écosystèmes de haute valeur socio-économique de la réserve naturelle de río happening in eq guinea,16-Dec-2011.,Details regarding project P-GQ-C00-035
P-MW-IE0-004 represents COMPETITIVENESS AND JOB CREATION SUPPORT PROJECT happening in Malawi which has status as Ongoing ->,P-MW-IE0-004,Ongoing,Competitiveness and job creation support project happening in malawi,16-Dec-2011.,Details regarding project P-MW-IE0-004
P-TZ-K00-011 represents GOVERNANCE AND ECONOMIC COMPETITIVENESS SUPPORT PROGRAM (GECSP) happening in Tanzania which has status as Completed ->,P-TZ-K00-011,Completed,Governance and economic competitiveness support program (gecsp) happening in tanzania,16-Dec-2011.,Details regarding project P-TZ-K00-011
P-Z1-DB0-046 represents TRANS-GAMBIA CORRIDOR PROJECT: CONSTRUCTION OF TRANS-GAMBIA BRIDGE AND CROSS BORDER IMPROVEMENT happening in Multinational which has status as Ongoing ->,P-Z1-DB0-046,Ongoing,Trans-gambia corridor project: construction of trans-gambia bridge and cross border improvement happening in multinational,16-Dec-2011.,Details regarding project P-Z1-DB0-046
P-Z1-IAZ-006 represents AFRICAN VIRTUAL UNIVERSITY SUPPORT PROJECT (PHASE 2) happening in Multinational which has status as Completed ->,P-Z1-IAZ-006,Completed,African virtual university support project (phase 2) happening in multinational,16-Dec-2011.,Details regarding project P-Z1-IAZ-006
P-KE-FZ0-003 represents MENENGAI GEOTHERMAL DEVELOPMENT PROJECT happening in Kenya which has status as Ongoing ->,P-KE-FZ0-003,Ongoing,Menengai geothermal development project happening in kenya,14-Dec-2011.,Details regarding project P-KE-FZ0-003
P-Z1-C00-044 represents APPUI A LA PARTICIPATION MULTI ACTEURS AU PROCESSUS REDD happening in Multinational which has status as Completed ->,P-Z1-C00-044,Completed,Appui a la participation multi acteurs au processus redd happening in multinational,13-Dec-2011.,Details regarding project P-Z1-C00-044
P-GW-KF0-008 represents RENFORCEMENT DES CAPACITES DES INSTITUTIONS DE L'ADMINISTRATION happening in Guinea-Bissau which has status as Completed ->,P-GW-KF0-008,Completed,Renforcement des capacites des institutions de l'administration happening in guinea-bissau,09-Dec-2011.,Details regarding project P-GW-KF0-008
P-Z1-C00-041 represents MISE EN VALEUR DES REBUS FORESTIERS ET REFORESTATION DES ESPACES DEGRADES EN AFRIQUE CENTRALE happening in Multinational which has status as Completed ->,P-Z1-C00-041,Completed,Mise en valeur des rebus forestiers et reforestation des espaces degrades en afrique centrale happening in multinational,09-Dec-2011.,Details regarding project P-Z1-C00-041
P-SC-EA0-003 represents SEYCHELLES - LA GOGUE WATER SUPPLY STUDY happening in Seychelles which has status as Completed ->,P-SC-EA0-003,Completed,Seychelles - la gogue water supply study happening in seychelles,08-Dec-2011.,Details regarding project P-SC-EA0-003
P-CV-K00-010 represents PROGRAMME D'APPUI À LA GESTION DES FINANCES FINANCES PUBLIQUES ET A LA RELANCE DU SECTEUR PRIVE happening in Cape Verde which has status as Completed ->,P-CV-K00-010,Completed,Programme d'appui à la gestion des finances finances publiques et a la relance du secteur prive happening in cape verde,07-Dec-2011.,Details regarding project P-CV-K00-010
P-NA-HB0-001 represents CORPORATE LOAN TO TRUSTCO FINANCE LIMITED happening in Namibia which has status as Ongoing ->,P-NA-HB0-001,Ongoing,Corporate loan to trustco finance limited happening in namibia,07-Dec-2011.,Details regarding project P-NA-HB0-001
P-Z1-DB0-031 represents BOTSWANA/ZAMBIA-KAZUNGULA BRIDGE PROJECT happening in Multinational which has status as Ongoing ->,P-Z1-DB0-031,Ongoing,Botswana/zambia-kazungula bridge project happening in multinational,07-Dec-2011.,Details regarding project P-Z1-DB0-031
P-Z1-C00-039 represents EXPLOITATION INTÉGRÉE DE LA PLANTE JATROPHA AU BURUNDI ET EN RÉPUBLIQUE DU CONGO happening in Multinational which has status as Closed ->,P-Z1-C00-039,Closed,Exploitation intégrée de la plante jatropha au burundi et en république du congo happening in multinational,06-Dec-2011.,Details regarding project P-Z1-C00-039
P-Z1-C00-048 represents PROJET DE REFORESTATION ET DE RÉHABILITATION DES ECOSYSTÈMES FORESTIERS AUTOUR DES PALMERAIES VILL happening in Multinational which has status as Completed ->,P-Z1-C00-048,Completed,Projet de reforestation et de réhabilitation des ecosystèmes forestiers autour des palmeraies vill happening in multinational,06-Dec-2011.,Details regarding project P-Z1-C00-048
P-Z1-C00-050 represents GESTION ET RESTAURATION PARTICIPATIVE DES PAYSAGES FORESTIERS DÉGRADÉS DE LA RÉSERVE DE BIOSPHÈR happening in Multinational which has status as Completed ->,P-Z1-C00-050,Completed,Gestion et restauration participative des paysages forestiers dégradés de la réserve de biosphèr happening in multinational,06-Dec-2011.,Details regarding project P-Z1-C00-050
P-CG-C00-035 represents INVENTAIRE FORESTIER MULTI RESSOURCES EN VUE DE L’ELABORATION DU PLAN D’AFFECTATION DES TERRES happening in Congo CG which has status as Completed ->,P-CG-C00-035,Completed,Inventaire forestier multi ressources en vue de l’elaboration du plan d’affectation des terres happening in congo cg,05-Dec-2011.,Details regarding project P-CG-C00-035
P-ER-IAE-001 represents SUPPORT TO TECHNICAL AND VOCATIONAL EDUCATION AND TRAINING - STVET PROJECT happening in Eritrea which has status as Ongoing ->,P-ER-IAE-001,Ongoing,Support to technical and vocational education and training - stvet project happening in eritrea,30-Nov-2011.,Details regarding project P-ER-IAE-001
P-SL-HA0-004 represents CENTRAL BANK OF SIERRA LEONE CAPACITY BUILDING COMPONENT OF THE FINANCIAL SECTOR DEVELOPMENT PLAN happening in Sierra Leone which has status as Closed ->,P-SL-HA0-004,Closed,Central bank of sierra leone capacity building component of the financial sector development plan happening in sierra leone,30-Nov-2011.,Details regarding project P-SL-HA0-004
P-Z1-C00-042 represents APICULTURE AMÉLIORÉE ET REFORESTATION AUTOUR DE LA FORÊT DE BAGANDOU happening in Multinational which has status as Completed ->,P-Z1-C00-042,Completed,Apiculture améliorée et reforestation autour de la forêt de bagandou happening in multinational,30-Nov-2011.,Details regarding project P-Z1-C00-042
P-Z1-DB0-070 represents MOMBASA -NAIROBI-ADDIS ABABA CORRIDOR PHASE III - ETHIOPIA happening in Multinational which has status as Ongoing ->,P-Z1-DB0-070,Ongoing,Mombasa -nairobi-addis ababa corridor phase iii - ethiopia happening in multinational,30-Nov-2011.,Details regarding project P-Z1-DB0-070
P-Z1-DB0-095 represents MOMBASA -NAIROBI-ADDIS ABABA CORRIDOR PHASE III - KENYA happening in Multinational which has status as Ongoing ->,P-Z1-DB0-095,Ongoing,Mombasa -nairobi-addis ababa corridor phase iii - kenya happening in multinational,30-Nov-2011.,Details regarding project P-Z1-DB0-095
P-EG-FE0-002 represents CTF PROJECT PREPARATION GRANT FOR 200MW WIND PROJECT IN GULF OF SUEZ happening in Egypt which has status as Completed ->,P-EG-FE0-002,Completed,Ctf project preparation grant for 200mw wind project in gulf of suez happening in egypt,29-Nov-2011.,Details regarding project P-EG-FE0-002
P-EG-FF0-003 represents CTF PREPARATION GRANT FOR KOM OMBO CONCENTRATED SOLAR POWER PROJECT IN EGYPT happening in Egypt which has status as Completed ->,P-EG-FF0-003,Completed,Ctf preparation grant for kom ombo concentrated solar power project in egypt happening in egypt,29-Nov-2011.,Details regarding project P-EG-FF0-003
P-TD-AA0-019 represents TABLE RONDE SUR LE PROGRAMME NATIONAL POUR LA SECURITE ALIMENTAIRE(PNSA) happening in Chad which has status as Closed ->,P-TD-AA0-019,Closed,Table ronde sur le programme national pour la securite alimentaire(pnsa) happening in chad,29-Nov-2011.,Details regarding project P-TD-AA0-019
P-Z1-C00-034 represents GESTION DURABLE DES BOISEMENTS ET RESTAURATION DES FORÊTS NATURELLES DU RWANDA happening in Multinational which has status as Completed ->,P-Z1-C00-034,Completed,Gestion durable des boisements et restauration des forêts naturelles du rwanda happening in multinational,29-Nov-2011.,Details regarding project P-Z1-C00-034
P-MA-HZ0-006 represents PROGRAMME D'APPUI AU DEVELOPPEMENT DU SECTEUR FINANCIER - PHASE II happening in Morocco which has status as Completed ->,P-MA-HZ0-006,Completed,Programme d'appui au developpement du secteur financier - phase ii happening in morocco,23-Nov-2011.,Details regarding project P-MA-HZ0-006
P-TD-KF0-005 represents ASSISTANCE TECHNIQUE ET RENFORCEMENT DES CAPACITES DANS LE DOMAINE DES STATISTIQUES happening in Chad which has status as Completed ->,P-TD-KF0-005,Completed,Assistance technique et renforcement des capacites dans le domaine des statistiques happening in chad,22-Nov-2011.,Details regarding project P-TD-KF0-005
P-DZ-HB0-002 represents RENFORCEMENT DES CAPACITES MINISTERE FINANCES happening in Algeria which has status as Ongoing ->,P-DZ-HB0-002,Ongoing,Renforcement des capacites ministere finances happening in algeria,15-Nov-2011.,Details regarding project P-DZ-HB0-002
P-GH-AAD-002 represents ENGAGING LOCAL COMMUNITIES IN REDD+/ENHANCING CARBON STOCKS happening in Ghana which has status as Ongoing ->,P-GH-AAD-002,Ongoing,Engaging local communities in redd+/enhancing carbon stocks happening in ghana,15-Nov-2011.,Details regarding project P-GH-AAD-002
P-ML-FZ0-002 represents PLAN D'INVESTISSEMENT SREP happening in Mali which has status as Completed ->,P-ML-FZ0-002,Completed,Plan d'investissement srep happening in mali,15-Nov-2011.,Details regarding project P-ML-FZ0-002
P-DJ-AAZ-002 represents AIDE HUMANITAIRE D’URGENCE AUX POPULATIONS VICTIMES DE LA SECHERESSE happening in Djibouti which has status as Completed ->,P-DJ-AAZ-002,Completed,Aide humanitaire d’urgence aux populations victimes de la secheresse happening in djibouti,14-Nov-2011.,Details regarding project P-DJ-AAZ-002
P-CD-AB0-001 represents PROJET D'APPUI AU DEVELOPPEMENT DES INFRASTRUCTURES RURALES (PADIR) happening in Dem Rep Congo which has status as Ongoing ->,P-CD-AB0-001,Ongoing,Projet d'appui au developpement des infrastructures rurales (padir) happening in dem rep congo,10-Nov-2011.,Details regarding project P-CD-AB0-001
P-CM-FA0-006 represents AMENAGEMENT HYDROELECTRIQUE DE LOM PANGAR happening in Cameroon which has status as Ongoing ->,P-CM-FA0-006,Ongoing,Amenagement hydroelectrique de lom pangar happening in cameroon,10-Nov-2011.,Details regarding project P-CM-FA0-006
P-ET-DB0-014 represents BEDELE - METU ROAD UPGRADING PROJECT happening in Ethiopia which has status as Ongoing ->,P-ET-DB0-014,Ongoing,Bedele - metu road upgrading project happening in ethiopia,10-Nov-2011.,Details regarding project P-ET-DB0-014
P-MW-C00-001 represents GEF CARLA CLIMATE ADAPTATION FOR RURAL LIVELIHOODS AND AGRICULTURE happening in Malawi which has status as Closed ->,P-MW-C00-001,Closed,Gef carla climate adaptation for rural livelihoods and agriculture happening in malawi,10-Nov-2011.,Details regarding project P-MW-C00-001
P-ZA-EAZ-002 represents INTEGRATED WATER HARVESTING PROJECT happening in South Africa which has status as Completed ->,P-ZA-EAZ-002,Completed,Integrated water harvesting project happening in south africa,10-Nov-2011.,Details regarding project P-ZA-EAZ-002
P-CV-FA0-002 represents INTERCONNEXION ET DISTRIBUTION ELECTRIQU happening in Cape Verde which has status as Completed ->,P-CV-FA0-002,Completed,Interconnexion et distribution electriqu happening in cape verde,03-Nov-2011.,Details regarding project P-CV-FA0-002
P-SZ-KA0-003 represents TA FOR PUBLIC FINC MGMT REFORMS happening in Swaziland which has status as Completed ->,P-SZ-KA0-003,Completed,Ta for public finc mgmt reforms happening in swaziland,03-Nov-2011.,Details regarding project P-SZ-KA0-003
P-TG-K00-009 represents APPUI AUX RÉFORMES ET À LA GOUVERNANCE II (PARG II) happening in Togo which has status as Completed ->,P-TG-K00-009,Completed,Appui aux réformes et à la gouvernance ii (parg ii) happening in togo,02-Nov-2011.,Details regarding project P-TG-K00-009
P-EG-EB0-001 represents PPP TRANSACTION ADVISORY SERVICES FOR HELWAN WASTEWATER TREATMENT PROJECT happening in Egypt which has status as Closed ->,P-EG-EB0-001,Closed,Ppp transaction advisory services for helwan wastewater treatment project happening in egypt,31-Oct-2011.,Details regarding project P-EG-EB0-001
P-ML-K00-020 represents DEUXIEME PROGRAMME D'APPUI À LA STRATEGIE POUR LA CROISSANCE ET LA REDUCTION DE LA PAUVRETE(PASCRPI happening in Mali which has status as Completed ->,P-ML-K00-020,Completed,Deuxieme programme d'appui à la strategie pour la croissance et la reduction de la pauvrete(pascrpi happening in mali,26-Oct-2011.,Details regarding project P-ML-K00-020
P-ZW-AAF-001 represents LAKE HARVEST AQUACULTURE PROJECT happening in Zimbabwe which has status as Ongoing ->,P-ZW-AAF-001,Ongoing,Lake harvest aquaculture project happening in zimbabwe,26-Oct-2011.,Details regarding project P-ZW-AAF-001
P-GN-IZ0-001 represents AIDE D’URGENCE ASSIST SANITAIRE ZONE FRONT GUINEO-IVOIRIENNE SUITE AUX VIOLENCES POST ELECTORALES happening in Guinea which has status as Closed ->,P-GN-IZ0-001,Closed,Aide d’urgence assist sanitaire zone front guineo-ivoirienne suite aux violences post electorales happening in guinea,20-Oct-2011.,Details regarding project P-GN-IZ0-001
P-TN-E00-005 represents PROGRAMME D'AEP EN MILIEU RURAL (AEPR) happening in Tunisia which has status as Completed ->,P-TN-E00-005,Completed,Programme d'aep en milieu rural (aepr) happening in tunisia,12-Oct-2011.,Details regarding project P-TN-E00-005
P-UG-E00-011 represents WATER SUPPLY AND SANITATION PROGRAMME happening in Uganda which has status as Closed ->,P-UG-E00-011,Closed,Water supply and sanitation programme happening in uganda,05-Oct-2011.,Details regarding project P-UG-E00-011
P-Z1-DB0-093 represents BENIN/TOGO:PROJET DE REHAB ROUTE LOME-COTONOU ET DE FACIL TRANSP CORRIDOR ABIDJAN - LAGOS: PHASE 1 happening in Multinational which has status as Ongoing ->,P-Z1-DB0-093,Ongoing,Benin/togo:projet de rehab route lome-cotonou et de facil transp corridor abidjan - lagos: phase 1 happening in multinational,05-Oct-2011.,Details regarding project P-Z1-DB0-093
P-BW-AAC-004 represents WASTEWATER REUSE AND WATER HARVESTING FOR IRRIGATION STUDY happening in Botswana which has status as Closed ->,P-BW-AAC-004,Closed,Wastewater reuse and water harvesting for irrigation study happening in botswana,04-Oct-2011.,Details regarding project P-BW-AAC-004
P-GM-KF0-001 represents INSITUTIONAL SUPPORT FOR ECONOMIC AND FINANCIAL GOVERNANCE PROJECT II happening in Gambia which has status as Closed ->,P-GM-KF0-001,Closed,Insitutional support for economic and financial governance project ii happening in gambia,30-Sep-2011.,Details regarding project P-GM-KF0-001
"P-LR-IAD-001 represents T.A TO RETAIN HIGH LEVEL PROFESSORS AT THE A.M.D. COLLEGE OF MEDECINE, UNIVERSITY OF LIBERIA happening in Liberia which has status as Completed ->",P-LR-IAD-001,Completed,"T.a to retain high level professors at the a.m.d. college of medecine, university of liberia happening in liberia",30-Sep-2011.,Details regarding project P-LR-IAD-001
P-SL-K00-006 represents PUBLIC FINANCIAL MANAGEMENT AND BUSINESS ENABLING SUPPORT PROJECT happening in Sierra Leone which has status as Completed ->,P-SL-K00-006,Completed,Public financial management and business enabling support project happening in sierra leone,30-Sep-2011.,Details regarding project P-SL-K00-006
P-ZM-IZ0-002 represents FOURTH POVERTY REDUCTION BUDGET SUPPORT PROGRAM (PRBS IV) happening in Zambia which has status as Closed ->,P-ZM-IZ0-002,Closed,Fourth poverty reduction budget support program (prbs iv) happening in zambia,28-Sep-2011.,Details regarding project P-ZM-IZ0-002
P-BF-K00-009 represents PROGRAMME D'APPUI A LA STRATEGIE DE CROISSANCE ACCELEREE ET AU CLIMAT DES AFFAIRES PASCACAF happening in Burkina Faso which has status as Completed ->,P-BF-K00-009,Completed,Programme d'appui a la strategie de croissance acceleree et au climat des affaires pascacaf happening in burkina faso,20-Sep-2011.,Details regarding project P-BF-K00-009
P-MZ-K00-009 represents GROWTH AND PUBLIC SECTOR EFFICIENCY (GPSE) LOAN happening in Mozambique which has status as Completed ->,P-MZ-K00-009,Completed,Growth and public sector efficiency (gpse) loan happening in mozambique,20-Sep-2011.,Details regarding project P-MZ-K00-009
"P-NE-A00-004 represents P.MOBILISATION EAUX MARADI,ZINDER,THAOUA happening in Niger which has status as Ongoing ->",P-NE-A00-004,Ongoing,"P.mobilisation eaux maradi,zinder,thaoua happening in niger",20-Sep-2011.,Details regarding project P-NE-A00-004
P-NE-E00-003 represents PROJET AEPA EN MILIEU RURALE PHASE 2 happening in Niger which has status as Completed ->,P-NE-E00-003,Completed,Projet aepa en milieu rurale phase 2 happening in niger,20-Sep-2011.,Details regarding project P-NE-E00-003
P-SL-KA0-012 represents ECONOMIC GOVERNANCE REFORM PROGRAM II happening in Sierra Leone which has status as Closed ->,P-SL-KA0-012,Closed,Economic governance reform program ii happening in sierra leone,14-Sep-2011.,Details regarding project P-SL-KA0-012
P-MG-DB0-016 represents AIDE HUMANITAIRE D’URGENCE AUX VICTIMES DES DÉGATS CAUSÉS PAR LE CYCLONE BINGIZA happening in Madagascar which has status as Completed ->,P-MG-DB0-016,Completed,Aide humanitaire d’urgence aux victimes des dégats causés par le cyclone bingiza happening in madagascar,23-Aug-2011.,Details regarding project P-MG-DB0-016
P-Z1-EAZ-024 represents APPUI A L'OBSERVATOIRE EAU DE LA CEDEAO happening in Multinational which has status as Approved ->,P-Z1-EAZ-024,Approved,Appui a l'observatoire eau de la cedeao happening in multinational,15-Aug-2011.,Details regarding project P-Z1-EAZ-024
P-ZW-KF0-001 represents INSTITUTIONAL CAPACITY DEVELOPMENT TO ZIMBABWE AID AND DEBT MANAGEMENT OFFICE (ZADMO) happening in Zimbabwe which has status as Completed ->,P-ZW-KF0-001,Completed,Institutional capacity development to zimbabwe aid and debt management office (zadmo) happening in zimbabwe,09-Aug-2011.,Details regarding project P-ZW-KF0-001
P-Z1-K00-041 represents TRAINING ON E&S MANAGEMENT FOR FIS happening in Multinational which has status as Closed ->,P-Z1-K00-041,Closed,Training on e&s management for fis happening in multinational,08-Aug-2011.,Details regarding project P-Z1-K00-041
P-CI-IZ0-003 represents AIDE D’URGENCE POUR UNE ASSISTANCE HUMANITAIRE AUX VICTIMES DE VIOLENCES POST-ELECTORALES happening in Côte D'Ivoire which has status as Closed ->,P-CI-IZ0-003,Closed,Aide d’urgence pour une assistance humanitaire aux victimes de violences post-electorales happening in côte d'ivoire,27-Jul-2011.,Details regarding project P-CI-IZ0-003
P-ET-AA0-015 represents ETHIOPIA-HUMANITARIAN RELEIF ASSISTANCE happening in Ethiopia which has status as Completed ->,P-ET-AA0-015,Completed,Ethiopia-humanitarian releif assistance happening in ethiopia,27-Jul-2011.,Details regarding project P-ET-AA0-015
P-Z1-C00-031 represents PROJET PILOTE REDD INTÉGRÉ AUTOUR DE LA RÉSERVE DE BIOSPHÈRE DE LUKI DANS LA FORÊT DU MAYOMBE happening in Multinational which has status as Completed ->,P-Z1-C00-031,Completed,Projet pilote redd intégré autour de la réserve de biosphère de luki dans la forêt du mayombe happening in multinational,22-Jul-2011.,Details regarding project P-Z1-C00-031
P-KE-AAZ-008 represents EMERGENCY ASSISTANCE FOR DROUGHT CRISIS happening in Kenya which has status as Completed ->,P-KE-AAZ-008,Completed,Emergency assistance for drought crisis happening in kenya,19-Jul-2011.,Details regarding project P-KE-AAZ-008
P-CM-FA0-004 represents KRIBI POWER PROJECT happening in Cameroon which has status as Approved ->,P-CM-FA0-004,Approved,Kribi power project happening in cameroon,15-Jul-2011.,Details regarding project P-CM-FA0-004
P-CM-FA0-005 represents KRIBI POWER PROJECT happening in Cameroon which has status as Ongoing ->,P-CM-FA0-005,Ongoing,Kribi power project happening in cameroon,15-Jul-2011.,Details regarding project P-CM-FA0-005
P-RW-K00-011 represents POVERTY REDUCTION SUPPORT PROGRAM PHASE4 (PRSSP-IV) happening in Rwanda which has status as Closed ->,P-RW-K00-011,Closed,Poverty reduction support program phase4 (prssp-iv) happening in rwanda,15-Jul-2011.,Details regarding project P-RW-K00-011
P-GH-K00-012 represents POVERTY REDUCTION AND BUSINESS ENVIRONMENT SUPPORT PROGRAM (PRBESP) happening in Ghana which has status as Completed ->,P-GH-K00-012,Completed,Poverty reduction and business environment support program (prbesp) happening in ghana,13-Jul-2011.,Details regarding project P-GH-K00-012
P-TN-HAA-037 represents SME APEX FACILITY TUNISIA happening in Tunisia which has status as Completed ->,P-TN-HAA-037,Completed,Sme apex facility tunisia happening in tunisia,13-Jul-2011.,Details regarding project P-TN-HAA-037
P-Z1-C00-029 represents CIVIL SOCIETY AND GOVERNMENT CAPACITY BUILDING WITHIN THE REDD FRAMEWORK happening in Multinational which has status as Completed ->,P-Z1-C00-029,Completed,Civil society and government capacity building within the redd framework happening in multinational,13-Jul-2011.,Details regarding project P-Z1-C00-029
P-Z1-C00-026 represents GEOGRAPHICALLY INTEGRATED REDD PILOT PROJECT (ECOMAKALA +) happening in Multinational which has status as Completed ->,P-Z1-C00-026,Completed,Geographically integrated redd pilot project (ecomakala +) happening in multinational,12-Jul-2011.,Details regarding project P-Z1-C00-026
P-Z1-C00-027 represents PROJET PILOTE REDD AGROFORESTIER SUD KWAMOUTH happening in Multinational which has status as Completed ->,P-Z1-C00-027,Completed,Projet pilote redd agroforestier sud kwamouth happening in multinational,12-Jul-2011.,Details regarding project P-Z1-C00-027
P-CD-KF0-005 represents RENFORCEMENT DES CAPACITES INSTIT.DU MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET UNIVERSITAIRE happening in Dem Rep Congo which has status as Completed ->,P-CD-KF0-005,Completed,Renforcement des capacites instit.du ministere de l'enseignement superieur et universitaire happening in dem rep congo,11-Jul-2011.,Details regarding project P-CD-KF0-005
P-BW-K00-002 represents STATISTICAL CAPACITY BUILDING PROGRAMME - PHASE II (SCB II) happening in Botswana which has status as Completed ->,P-BW-K00-002,Completed,Statistical capacity building programme - phase ii (scb ii) happening in botswana,07-Jul-2011.,Details regarding project P-BW-K00-002
P-NA-K00-001 represents STATISTICAL CAPACITY BUILDING PROGRAM PHASE II (SCB-II) happening in Namibia which has status as Completed ->,P-NA-K00-001,Completed,Statistical capacity building program phase ii (scb-ii) happening in namibia,07-Jul-2011.,Details regarding project P-NA-K00-001
P-ZA-K00-002 represents STATISTICAL CAPACITY BUILDING PROGRAM PHASE II (SCB-II) happening in South Africa which has status as Completed ->,P-ZA-K00-002,Completed,Statistical capacity building program phase ii (scb-ii) happening in south africa,07-Jul-2011.,Details regarding project P-ZA-K00-002
P-ML-HA0-003 represents LIGNE DE CREDIT A LA BANQUE MALIENNE DE SOLIDARITE happening in Mali which has status as Ongoing ->,P-ML-HA0-003,Ongoing,Ligne de credit a la banque malienne de solidarite happening in mali,06-Jul-2011.,Details regarding project P-ML-HA0-003
P-SN-K00-006 represents PROGRAMME D'APPUI AUX REFORMES ECONOMIQUES (PARE) happening in Senegal which has status as Completed ->,P-SN-K00-006,Completed,Programme d'appui aux reformes economiques (pare) happening in senegal,06-Jul-2011.,Details regarding project P-SN-K00-006
P-TD-AB0-002 represents PROJET D'INFRASTRUCTURES RURALES PASTORALES ET DE TRANSHUMANCE happening in Chad which has status as Ongoing ->,P-TD-AB0-002,Ongoing,Projet d'infrastructures rurales pastorales et de transhumance happening in chad,06-Jul-2011.,Details regarding project P-TD-AB0-002
P-UG-IB0-006 represents SUPPORT TO MULAGO HOSPITAL AND IMPROVEMENT OF KAMPALA HEALTH SERVICES happening in Uganda which has status as Ongoing ->,P-UG-IB0-006,Ongoing,Support to mulago hospital and improvement of kampala health services happening in uganda,06-Jul-2011.,Details regarding project P-UG-IB0-006
P-UG-FAB-006 represents BUSERUKA HYDROPOWER PROJECT happening in Uganda which has status as Ongoing ->,P-UG-FAB-006,Ongoing,Buseruka hydropower project happening in uganda,04-Jul-2011.,Details regarding project P-UG-FAB-006
P-GN-KF0-003 represents SUPPORTING THE NATIONAL STRATEGY IN THE DEVELOPMENT OF STATISTICS (NSDS) happening in Guinea which has status as Completed ->,P-GN-KF0-003,Completed,Supporting the national strategy in the development of statistics (nsds) happening in guinea,30-Jun-2011.,Details regarding project P-GN-KF0-003
P-ZW-FA0-001 represents EMERGENCY POWER INFRASTRUCTURE REHABILITATION PROJECT happening in Zimbabwe which has status as Closed ->,P-ZW-FA0-001,Closed,Emergency power infrastructure rehabilitation project happening in zimbabwe,30-Jun-2011.,Details regarding project P-ZW-FA0-001
P-BI-DB0-016 represents PROJET D'AMENAGEMENT ET DE BITUMAGE DE LA ROUTE GITEGA-NYANGUNGU-NGOZI PHASE 2 happening in Burundi which has status as Ongoing ->,P-BI-DB0-016,Ongoing,Projet d'amenagement et de bitumage de la route gitega-nyangungu-ngozi phase 2 happening in burundi,29-Jun-2011.,Details regarding project P-BI-DB0-016
P-LR-I00-004 represents SUPPLEMENTARY LABOUR BASED PUBLIC WORKS happening in Liberia which has status as Closed ->,P-LR-I00-004,Closed,Supplementary labour based public works happening in liberia,29-Jun-2011.,Details regarding project P-LR-I00-004
P-MA-BAA-002 represents OCP S.A. INVESTMENT PROGRAMME OVER THE YEARS 2008-2018 happening in Morocco which has status as Ongoing ->,P-MA-BAA-002,Ongoing,Ocp s.a. investment programme over the years 2008-2018 happening in morocco,29-Jun-2011.,Details regarding project P-MA-BAA-002
P-RW-AAE-004 represents LIVESTOCK INFRASTRUCTURE SUPPORT PROGRAMME - LISP happening in Rwanda which has status as Completed ->,P-RW-AAE-004,Completed,Livestock infrastructure support programme - lisp happening in rwanda,29-Jun-2011.,Details regarding project P-RW-AAE-004
"P-TZ-AA0-019 represents MARKETING INFRASTRUCTURE, VALUE ADDITION AND RURAL FINANCE PROGRAMME happening in Tanzania which has status as Completed ->",P-TZ-AA0-019,Completed,"Marketing infrastructure, value addition and rural finance programme happening in tanzania",29-Jun-2011.,Details regarding project P-TZ-AA0-019
P-TZ-IAE-005 represents ALTERNATIVE LEARNING & SKILLS DEVELOPMENT PROJECT (ALSD II) happening in Tanzania which has status as Ongoing ->,P-TZ-IAE-005,Ongoing,Alternative learning & skills development project (alsd ii) happening in tanzania,29-Jun-2011.,Details regarding project P-TZ-IAE-005
"P-GN-KF0-004 represents CAPACITY BUILDING SUPPORT TO PRSP III PROCESS, PROMOTION OF GOOD GOVERNANCE & IMPROVEMENT OF AID MGT happening in Guinea which has status as Completed ->",P-GN-KF0-004,Completed,"Capacity building support to prsp iii process, promotion of good governance & improvement of aid mgt happening in guinea",27-Jun-2011.,Details regarding project P-GN-KF0-004
P-ZW-K00-002 represents ZIMBABWE MULTI-DONOR TRUST FUND-SUPPORT TO GOZ FOR THE SERVICES OF A PROCUREMENT AGENT happening in Zimbabwe which has status as Closed ->,P-ZW-K00-002,Closed,Zimbabwe multi-donor trust fund-support to goz for the services of a procurement agent happening in zimbabwe,24-Jun-2011.,Details regarding project P-ZW-K00-002
