,prompt,completion,project code,project_status,project name,Approval date,Code Questions
1240,P-LR-A00-003 represents SMALLHOLDER AGRICULTURAL PRODUCTIVITY ENHANCEMENT AND COMMERCIALIZATION (SAPEC) happening in Liberia which has status as Ongoing ->,"Project was approved on 02-May-2012. 
",P-LR-A00-003,Ongoing,SMALLHOLDER AGRICULTURAL PRODUCTIVITY ENHANCEMENT AND COMMERCIALIZATION (SAPEC) happening in Liberia,02-May-2012.,Details regarding project P-LR-A00-003
1241,P-CM-C00-035 represents PROJET DE RÉHABILITATION ET DE GESTION DURABLE DE LA ZONE D’INTÉRÊT BIOLOGIQUE DE TCHEBOA happening in Cameroon which has status as Completed ->,"Project was approved on 26-Apr-2012. 
",P-CM-C00-035,Completed,PROJET DE RÉHABILITATION ET DE GESTION DURABLE DE LA ZONE D’INTÉRÊT BIOLOGIQUE DE TCHEBOA happening in Cameroon,26-Apr-2012.,Details regarding project P-CM-C00-035
1242,P-CD-KF0-001 represents PROJET D'APPUI A LA MODERNISATION DES FINANCES PUBLIQUES (PAM-FP) happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 25-Apr-2012. 
",P-CD-KF0-001,Completed,PROJET D'APPUI A LA MODERNISATION DES FINANCES PUBLIQUES (PAM-FP) happening in Dem Rep Congo,25-Apr-2012.,Details regarding project P-CD-KF0-001
1243,P-TD-IBE-003 represents AIDE HUMANITAIRE D’URGENCE POUR LA LUTTE CONTRE L'EPIDEMIE DE CHOLERA happening in Chad which has status as Closed ->,"Project was approved on 19-Apr-2012. 
",P-TD-IBE-003,Closed,AIDE HUMANITAIRE D’URGENCE POUR LA LUTTE CONTRE L'EPIDEMIE DE CHOLERA happening in Chad,19-Apr-2012.,Details regarding project P-TD-IBE-003
1244,P-Z1-C00-047 represents RENFORCEMENT DE LA CONTRIBUTION DES PRODUITS FORESTIERS NON LIGNEUX À LA SÉCURITÉ ALIMENTAIRE EN happening in Multinational which has status as Completed ->,"Project was approved on 13-Apr-2012. 
",P-Z1-C00-047,Completed,RENFORCEMENT DE LA CONTRIBUTION DES PRODUITS FORESTIERS NON LIGNEUX À LA SÉCURITÉ ALIMENTAIRE EN happening in Multinational,13-Apr-2012.,Details regarding project P-Z1-C00-047
1245,P-TZ-DB0-019 represents ROAD SECTOR SUPPORT PROJECT PHASE II happening in Tanzania which has status as Completed ->,"Project was approved on 08-Apr-2012. 
",P-TZ-DB0-019,Completed,ROAD SECTOR SUPPORT PROJECT PHASE II happening in Tanzania,08-Apr-2012.,Details regarding project P-TZ-DB0-019
1246,P-Z1-FA0-049 represents ELECTRIFICATION TRANSFRONT.CEEAC PHASE 2 happening in Multinational which has status as Completed ->,"Project was approved on 06-Apr-2012. 
",P-Z1-FA0-049,Completed,ELECTRIFICATION TRANSFRONT.CEEAC PHASE 2 happening in Multinational,06-Apr-2012.,Details regarding project P-Z1-FA0-049
1247,P-CD-C00-035 represents APPUI AU DEVELOPPEMENT DE L’AGROFORESTERIE COMMUNAUTAIRE EN REPUBLIQUE DEMOCRATIQUE DU CONGO happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 02-Apr-2012. 
",P-CD-C00-035,Completed,APPUI AU DEVELOPPEMENT DE L’AGROFORESTERIE COMMUNAUTAIRE EN REPUBLIQUE DEMOCRATIQUE DU CONGO happening in Dem Rep Congo,02-Apr-2012.,Details regarding project P-CD-C00-035
1248,P-SD-KA0-002 represents DEBT MANAGEMENT & RESOURCES MOBILIZATION happening in Sudan which has status as Completed ->,"Project was approved on 15-Mar-2012. 
",P-SD-KA0-002,Completed,DEBT MANAGEMENT & RESOURCES MOBILIZATION happening in Sudan,15-Mar-2012.,Details regarding project P-SD-KA0-002
1249,P-CF-IBE-002 represents PPROJET D’AIDE D’URGENCE POUR LE RENFORCEMENT DE LA SURVEILLANCE EPIDEMIOLOGIQUE DU CHOLERA happening in Centrafrique which has status as Completed ->,"Project was approved on 14-Mar-2012. 
",P-CF-IBE-002,Completed,PPROJET D’AIDE D’URGENCE POUR LE RENFORCEMENT DE LA SURVEILLANCE EPIDEMIOLOGIQUE DU CHOLERA happening in Centrafrique,14-Mar-2012.,Details regarding project P-CF-IBE-002
1250,P-NA-IZ0-001 represents SUPPORT FOR ESTABLISHMENT OF THE NATIONAL MEDICAL BENEFIT FUND happening in Namibia which has status as Completed ->,"Project was approved on 12-Mar-2012. 
",P-NA-IZ0-001,Completed,SUPPORT FOR ESTABLISHMENT OF THE NATIONAL MEDICAL BENEFIT FUND happening in Namibia,12-Mar-2012.,Details regarding project P-NA-IZ0-001
1251,P-CI-AA0-019 represents PROJET D'APPUI AUX INFRASTRUCTURES AGRICOLES INDENIE-DJUBALIN (PAIA-ID) happening in Côte D'Ivoire which has status as Ongoing ->,"Project was approved on 01-Mar-2012. 
",P-CI-AA0-019,Ongoing,PROJET D'APPUI AUX INFRASTRUCTURES AGRICOLES INDENIE-DJUBALIN (PAIA-ID) happening in Côte D'Ivoire,01-Mar-2012.,Details regarding project P-CI-AA0-019
1252,P-Z1-AAZ-010 represents CGIAR - SUPPORT TO AGRICULTURAL RESEARCH happening in Multinational which has status as Closed ->,"Project was approved on 01-Mar-2012. 
",P-Z1-AAZ-010,Closed,CGIAR - SUPPORT TO AGRICULTURAL RESEARCH happening in Multinational,01-Mar-2012.,Details regarding project P-Z1-AAZ-010
1253,P-Z1-K00-045 represents DON TABLE RONDE BAILLEURS DE FONDS ALG happening in Multinational which has status as Completed ->,"Project was approved on 21-Feb-2012. 
",P-Z1-K00-045,Completed,DON TABLE RONDE BAILLEURS DE FONDS ALG happening in Multinational,21-Feb-2012.,Details regarding project P-Z1-K00-045
1254,P-Z1-HAA-041 represents AFRICA FINANCE CORPORATION happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Feb-2012. 
",P-Z1-HAA-041,Ongoing,AFRICA FINANCE CORPORATION happening in Multinational,15-Feb-2012.,Details regarding project P-Z1-HAA-041
1255,P-GM-E00-003 represents THE GAMBIA - RURAL WATER SUPPLY SANITATION PROJECT happening in Gambia which has status as Ongoing ->,"Project was approved on 13-Feb-2012. 
",P-GM-E00-003,Ongoing,THE GAMBIA - RURAL WATER SUPPLY SANITATION PROJECT happening in Gambia,13-Feb-2012.,Details regarding project P-GM-E00-003
1256,"P-MW-IAD-001 represents SUPPORT TO HIGHER EDUCATION SCIENCE & TECHNOLOGY & TECHNICAL, ENTREPRE.AND VOCATIONAL EDUC PROJECT happening in Malawi which has status as Ongoing ->","Project was approved on 08-Feb-2012. 
",P-MW-IAD-001,Ongoing,"SUPPORT TO HIGHER EDUCATION SCIENCE & TECHNOLOGY & TECHNICAL, ENTREPRE.AND VOCATIONAL EDUC PROJECT happening in Malawi",08-Feb-2012.,Details regarding project P-MW-IAD-001
1257,P-NG-E00-005 represents ZARIA WATER AND SANITATION EXPANSION PROJECT happening in Nigeria which has status as Ongoing ->,"Project was approved on 08-Feb-2012. 
",P-NG-E00-005,Ongoing,ZARIA WATER AND SANITATION EXPANSION PROJECT happening in Nigeria,08-Feb-2012.,Details regarding project P-NG-E00-005
1258,P-TG-KE0-001 represents ASSISTANCE TECHNIQUE ET RENFORCEMENT DES CAPACITES DU MINISTERE DES TRAVAUX PUBLICS happening in Togo which has status as Completed ->,"Project was approved on 08-Feb-2012. 
",P-TG-KE0-001,Completed,ASSISTANCE TECHNIQUE ET RENFORCEMENT DES CAPACITES DU MINISTERE DES TRAVAUX PUBLICS happening in Togo,08-Feb-2012.,Details regarding project P-TG-KE0-001
1259,P-TG-KZ0-001 represents ELABORATION DU DOC COMPLET DE LA DSRP II happening in Togo which has status as Completed ->,"Project was approved on 07-Feb-2012. 
",P-TG-KZ0-001,Completed,ELABORATION DU DOC COMPLET DE LA DSRP II happening in Togo,07-Feb-2012.,Details regarding project P-TG-KZ0-001
1260,P-TG-IZ0-001 represents AUTO DEVELOPPEMENT COMMUNAUTAIRE ET AUTO EMPLOI happening in Togo which has status as Completed ->,"Project was approved on 06-Feb-2012. 
",P-TG-IZ0-001,Completed,AUTO DEVELOPPEMENT COMMUNAUTAIRE ET AUTO EMPLOI happening in Togo,06-Feb-2012.,Details regarding project P-TG-IZ0-001
1261,P-CF-AB0-003 represents PPF-PROJET D'APPUI A LA REHABILITATION DES INFRASTRUCTURES RURALES (PARIR) happening in Centrafrique which has status as Closed ->,"Project was approved on 02-Feb-2012. 
",P-CF-AB0-003,Closed,PPF-PROJET D'APPUI A LA REHABILITATION DES INFRASTRUCTURES RURALES (PARIR) happening in Centrafrique,02-Feb-2012.,Details regarding project P-CF-AB0-003
1262,P-SZ-K00-003 represents STATISTICAL CAPACITY BUILDING PROGRAMME - PHASE II (SCB II) happening in Swaziland which has status as Completed ->,"Project was approved on 01-Feb-2012. 
",P-SZ-K00-003,Completed,STATISTICAL CAPACITY BUILDING PROGRAMME - PHASE II (SCB II) happening in Swaziland,01-Feb-2012.,Details regarding project P-SZ-K00-003
1263,P-NE-K00-011 represents PROJET D'APPUI À LA MOBILISATION DES RESSOURCES INTERNES ET À L'AMÉLIORATION DE LA GOUVERNANCE EC happening in Niger which has status as Ongoing ->,"Project was approved on 26-Jan-2012. 
",P-NE-K00-011,Ongoing,PROJET D'APPUI À LA MOBILISATION DES RESSOURCES INTERNES ET À L'AMÉLIORATION DE LA GOUVERNANCE EC happening in Niger,26-Jan-2012.,Details regarding project P-NE-K00-011
1264,P-TG-ID0-001 represents RENF DES CAPACITES DU MINISTERE DE LA PROMOTION DE LA FEMME happening in Togo which has status as Completed ->,"Project was approved on 26-Jan-2012. 
",P-TG-ID0-001,Completed,RENF DES CAPACITES DU MINISTERE DE LA PROMOTION DE LA FEMME happening in Togo,26-Jan-2012.,Details regarding project P-TG-ID0-001
1265,P-SD-EA0-002 represents DARFUR WATER PROJECT FOR CONFLICT RESOLUTION happening in Sudan which has status as Closed ->,"Project was approved on 25-Jan-2012. 
",P-SD-EA0-002,Closed,DARFUR WATER PROJECT FOR CONFLICT RESOLUTION happening in Sudan,25-Jan-2012.,Details regarding project P-SD-EA0-002
1266,P-TG-KF0-005 represents INSTITUTIONAL AUDITS FOR (6) MINISTRIES happening in Togo which has status as Completed ->,"Project was approved on 24-Jan-2012. 
",P-TG-KF0-005,Completed,INSTITUTIONAL AUDITS FOR (6) MINISTRIES happening in Togo,24-Jan-2012.,Details regarding project P-TG-KF0-005
1267,P-Z1-K00-044 represents SCB III - MDGS & RESULTS MEASUREMENT happening in Multinational which has status as Closed ->,"Project was approved on 18-Jan-2012. 
",P-Z1-K00-044,Closed,SCB III - MDGS & RESULTS MEASUREMENT happening in Multinational,18-Jan-2012.,Details regarding project P-Z1-K00-044
1268,P-MG-IBE-004 represents AIDE HUMANITAIRE D’URGENCE AU TITRE DE LA LUTTE CONTRE LES EPIDEMIES DE POLYOMIELITE PESTE ET RAGE happening in Madagascar which has status as Closed ->,"Project was approved on 16-Jan-2012. 
",P-MG-IBE-004,Closed,AIDE HUMANITAIRE D’URGENCE AU TITRE DE LA LUTTE CONTRE LES EPIDEMIES DE POLYOMIELITE PESTE ET RAGE happening in Madagascar,16-Jan-2012.,Details regarding project P-MG-IBE-004
1269,P-MA-AAZ-006 represents ASSISTANCE TECHNIQUE POUR LA PROMOTION DES JEUNES ENTREPRENEURS AGRICOLES (JEA) happening in Morocco which has status as Completed ->,"Project was approved on 12-Jan-2012. 
",P-MA-AAZ-006,Completed,ASSISTANCE TECHNIQUE POUR LA PROMOTION DES JEUNES ENTREPRENEURS AGRICOLES (JEA) happening in Morocco,12-Jan-2012.,Details regarding project P-MA-AAZ-006
1270,P-TN-EBA-001 represents PROJET D'AMELIORATION DE LA QUALITE DES EAUX EPUREES happening in Tunisia which has status as Ongoing ->,"Project was approved on 11-Jan-2012. 
",P-TN-EBA-001,Ongoing,PROJET D'AMELIORATION DE LA QUALITE DES EAUX EPUREES happening in Tunisia,11-Jan-2012.,Details regarding project P-TN-EBA-001
1271,P-CV-EAZ-001 represents MOBILISATION DES RESSOURCES EN EAU happening in Cape Verde which has status as Completed ->,"Project was approved on 04-Jan-2012. 
",P-CV-EAZ-001,Completed,MOBILISATION DES RESSOURCES EN EAU happening in Cape Verde,04-Jan-2012.,Details regarding project P-CV-EAZ-001
1272,"P-Z1-KF0-020 represents RENF. CAPAC. OPERAT DU SECRETARIAT GENERAL ET DE LA MISE EN OEUVRE DE LA STRATEGIE SECTORIEL.""GENRE"" happening in Multinational which has status as Completed ->","Project was approved on 29-Dec-2011. 
",P-Z1-KF0-020,Completed,"RENF. CAPAC. OPERAT DU SECRETARIAT GENERAL ET DE LA MISE EN OEUVRE DE LA STRATEGIE SECTORIEL.""GENRE"" happening in Multinational",29-Dec-2011.,Details regarding project P-Z1-KF0-020
1273,P-Z1-C00-045 represents ELIMINER LA COSOMMATION DE BOIS DE CHAUFFE DANS LE SECTEUR CACAO happening in Multinational which has status as Closed ->,"Project was approved on 22-Dec-2011. 
",P-Z1-C00-045,Closed,ELIMINER LA COSOMMATION DE BOIS DE CHAUFFE DANS LE SECTEUR CACAO happening in Multinational,22-Dec-2011.,Details regarding project P-Z1-C00-045
1274,P-ZA-KD0-001 represents DEVELOPMENT OF SA OSBP STRATEGY happening in South Africa which has status as Completed ->,"Project was approved on 22-Dec-2011. 
",P-ZA-KD0-001,Completed,DEVELOPMENT OF SA OSBP STRATEGY happening in South Africa,22-Dec-2011.,Details regarding project P-ZA-KD0-001
1275,P-ST-KF0-001 represents RECENSEMENT GENERAL DE LA POPULATION ET DE L'HABITAT EN 2012 happening in Sao Tome which has status as Completed ->,"Project was approved on 20-Dec-2011. 
",P-ST-KF0-001,Completed,RECENSEMENT GENERAL DE LA POPULATION ET DE L'HABITAT EN 2012 happening in Sao Tome,20-Dec-2011.,Details regarding project P-ST-KF0-001
1276,P-GQ-C00-035 represents GESTION DURABLE DES ÉCOSYSTÈMES DE HAUTE VALEUR SOCIO-ÉCONOMIQUE DE LA RÉSERVE NATURELLE DE RÍO happening in Eq Guinea which has status as Completed ->,"Project was approved on 16-Dec-2011. 
",P-GQ-C00-035,Completed,GESTION DURABLE DES ÉCOSYSTÈMES DE HAUTE VALEUR SOCIO-ÉCONOMIQUE DE LA RÉSERVE NATURELLE DE RÍO happening in Eq Guinea,16-Dec-2011.,Details regarding project P-GQ-C00-035
1277,P-MW-IE0-004 represents COMPETITIVENESS AND JOB CREATION SUPPORT PROJECT happening in Malawi which has status as Ongoing ->,"Project was approved on 16-Dec-2011. 
",P-MW-IE0-004,Ongoing,COMPETITIVENESS AND JOB CREATION SUPPORT PROJECT happening in Malawi,16-Dec-2011.,Details regarding project P-MW-IE0-004
1278,P-TZ-K00-011 represents GOVERNANCE AND ECONOMIC COMPETITIVENESS SUPPORT PROGRAM (GECSP) happening in Tanzania which has status as Completed ->,"Project was approved on 16-Dec-2011. 
",P-TZ-K00-011,Completed,GOVERNANCE AND ECONOMIC COMPETITIVENESS SUPPORT PROGRAM (GECSP) happening in Tanzania,16-Dec-2011.,Details regarding project P-TZ-K00-011
1279,P-Z1-DB0-046 represents TRANS-GAMBIA CORRIDOR PROJECT: CONSTRUCTION OF TRANS-GAMBIA BRIDGE AND CROSS BORDER IMPROVEMENT happening in Multinational which has status as Ongoing ->,"Project was approved on 16-Dec-2011. 
",P-Z1-DB0-046,Ongoing,TRANS-GAMBIA CORRIDOR PROJECT: CONSTRUCTION OF TRANS-GAMBIA BRIDGE AND CROSS BORDER IMPROVEMENT happening in Multinational,16-Dec-2011.,Details regarding project P-Z1-DB0-046
1280,P-Z1-IAZ-006 represents AFRICAN VIRTUAL UNIVERSITY SUPPORT PROJECT (PHASE 2) happening in Multinational which has status as Completed ->,"Project was approved on 16-Dec-2011. 
",P-Z1-IAZ-006,Completed,AFRICAN VIRTUAL UNIVERSITY SUPPORT PROJECT (PHASE 2) happening in Multinational,16-Dec-2011.,Details regarding project P-Z1-IAZ-006
1281,P-KE-FZ0-003 represents MENENGAI GEOTHERMAL DEVELOPMENT PROJECT happening in Kenya which has status as Ongoing ->,"Project was approved on 14-Dec-2011. 
",P-KE-FZ0-003,Ongoing,MENENGAI GEOTHERMAL DEVELOPMENT PROJECT happening in Kenya,14-Dec-2011.,Details regarding project P-KE-FZ0-003
1282,P-Z1-C00-044 represents APPUI A LA PARTICIPATION MULTI ACTEURS AU PROCESSUS REDD happening in Multinational which has status as Completed ->,"Project was approved on 13-Dec-2011. 
",P-Z1-C00-044,Completed,APPUI A LA PARTICIPATION MULTI ACTEURS AU PROCESSUS REDD happening in Multinational,13-Dec-2011.,Details regarding project P-Z1-C00-044
1283,P-GW-KF0-008 represents RENFORCEMENT DES CAPACITES DES INSTITUTIONS DE L'ADMINISTRATION happening in Guinea-Bissau which has status as Completed ->,"Project was approved on 09-Dec-2011. 
",P-GW-KF0-008,Completed,RENFORCEMENT DES CAPACITES DES INSTITUTIONS DE L'ADMINISTRATION happening in Guinea-Bissau,09-Dec-2011.,Details regarding project P-GW-KF0-008
1284,P-Z1-C00-041 represents MISE EN VALEUR DES REBUS FORESTIERS ET REFORESTATION DES ESPACES DEGRADES EN AFRIQUE CENTRALE happening in Multinational which has status as Completed ->,"Project was approved on 09-Dec-2011. 
",P-Z1-C00-041,Completed,MISE EN VALEUR DES REBUS FORESTIERS ET REFORESTATION DES ESPACES DEGRADES EN AFRIQUE CENTRALE happening in Multinational,09-Dec-2011.,Details regarding project P-Z1-C00-041
1285,P-SC-EA0-003 represents SEYCHELLES - LA GOGUE WATER SUPPLY STUDY happening in Seychelles which has status as Completed ->,"Project was approved on 08-Dec-2011. 
",P-SC-EA0-003,Completed,SEYCHELLES - LA GOGUE WATER SUPPLY STUDY happening in Seychelles,08-Dec-2011.,Details regarding project P-SC-EA0-003
1286,P-CV-K00-010 represents PROGRAMME D'APPUI À LA GESTION DES FINANCES FINANCES PUBLIQUES ET A LA RELANCE DU SECTEUR PRIVE happening in Cape Verde which has status as Completed ->,"Project was approved on 07-Dec-2011. 
",P-CV-K00-010,Completed,PROGRAMME D'APPUI À LA GESTION DES FINANCES FINANCES PUBLIQUES ET A LA RELANCE DU SECTEUR PRIVE happening in Cape Verde,07-Dec-2011.,Details regarding project P-CV-K00-010
1287,P-NA-HB0-001 represents CORPORATE LOAN TO TRUSTCO FINANCE LIMITED happening in Namibia which has status as Ongoing ->,"Project was approved on 07-Dec-2011. 
",P-NA-HB0-001,Ongoing,CORPORATE LOAN TO TRUSTCO FINANCE LIMITED happening in Namibia,07-Dec-2011.,Details regarding project P-NA-HB0-001
1288,P-Z1-DB0-031 represents BOTSWANA/ZAMBIA-KAZUNGULA BRIDGE PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 07-Dec-2011. 
",P-Z1-DB0-031,Ongoing,BOTSWANA/ZAMBIA-KAZUNGULA BRIDGE PROJECT happening in Multinational,07-Dec-2011.,Details regarding project P-Z1-DB0-031
1289,P-Z1-C00-039 represents EXPLOITATION INTÉGRÉE DE LA PLANTE JATROPHA AU BURUNDI ET EN RÉPUBLIQUE DU CONGO happening in Multinational which has status as Closed ->,"Project was approved on 06-Dec-2011. 
",P-Z1-C00-039,Closed,EXPLOITATION INTÉGRÉE DE LA PLANTE JATROPHA AU BURUNDI ET EN RÉPUBLIQUE DU CONGO happening in Multinational,06-Dec-2011.,Details regarding project P-Z1-C00-039
1290,P-Z1-C00-048 represents PROJET DE REFORESTATION ET DE RÉHABILITATION DES ECOSYSTÈMES FORESTIERS AUTOUR DES PALMERAIES VILL happening in Multinational which has status as Completed ->,"Project was approved on 06-Dec-2011. 
",P-Z1-C00-048,Completed,PROJET DE REFORESTATION ET DE RÉHABILITATION DES ECOSYSTÈMES FORESTIERS AUTOUR DES PALMERAIES VILL happening in Multinational,06-Dec-2011.,Details regarding project P-Z1-C00-048
1291,P-Z1-C00-050 represents GESTION ET RESTAURATION PARTICIPATIVE DES PAYSAGES FORESTIERS DÉGRADÉS DE LA RÉSERVE DE BIOSPHÈR happening in Multinational which has status as Completed ->,"Project was approved on 06-Dec-2011. 
",P-Z1-C00-050,Completed,GESTION ET RESTAURATION PARTICIPATIVE DES PAYSAGES FORESTIERS DÉGRADÉS DE LA RÉSERVE DE BIOSPHÈR happening in Multinational,06-Dec-2011.,Details regarding project P-Z1-C00-050
1292,P-CG-C00-035 represents INVENTAIRE FORESTIER MULTI RESSOURCES EN VUE DE L’ELABORATION DU PLAN D’AFFECTATION DES TERRES happening in Congo CG which has status as Completed ->,"Project was approved on 05-Dec-2011. 
",P-CG-C00-035,Completed,INVENTAIRE FORESTIER MULTI RESSOURCES EN VUE DE L’ELABORATION DU PLAN D’AFFECTATION DES TERRES happening in Congo CG,05-Dec-2011.,Details regarding project P-CG-C00-035
1293,P-ER-IAE-001 represents SUPPORT TO TECHNICAL AND VOCATIONAL EDUCATION AND TRAINING - STVET PROJECT happening in Eritrea which has status as Ongoing ->,"Project was approved on 30-Nov-2011. 
",P-ER-IAE-001,Ongoing,SUPPORT TO TECHNICAL AND VOCATIONAL EDUCATION AND TRAINING - STVET PROJECT happening in Eritrea,30-Nov-2011.,Details regarding project P-ER-IAE-001
1294,P-SL-HA0-004 represents CENTRAL BANK OF SIERRA LEONE CAPACITY BUILDING COMPONENT OF THE FINANCIAL SECTOR DEVELOPMENT PLAN happening in Sierra Leone which has status as Closed ->,"Project was approved on 30-Nov-2011. 
",P-SL-HA0-004,Closed,CENTRAL BANK OF SIERRA LEONE CAPACITY BUILDING COMPONENT OF THE FINANCIAL SECTOR DEVELOPMENT PLAN happening in Sierra Leone,30-Nov-2011.,Details regarding project P-SL-HA0-004
1295,P-Z1-C00-042 represents APICULTURE AMÉLIORÉE ET REFORESTATION AUTOUR DE LA FORÊT DE BAGANDOU happening in Multinational which has status as Completed ->,"Project was approved on 30-Nov-2011. 
",P-Z1-C00-042,Completed,APICULTURE AMÉLIORÉE ET REFORESTATION AUTOUR DE LA FORÊT DE BAGANDOU happening in Multinational,30-Nov-2011.,Details regarding project P-Z1-C00-042
1296,P-Z1-DB0-070 represents MOMBASA -NAIROBI-ADDIS ABABA CORRIDOR PHASE III - ETHIOPIA happening in Multinational which has status as Ongoing ->,"Project was approved on 30-Nov-2011. 
",P-Z1-DB0-070,Ongoing,MOMBASA -NAIROBI-ADDIS ABABA CORRIDOR PHASE III - ETHIOPIA happening in Multinational,30-Nov-2011.,Details regarding project P-Z1-DB0-070
1297,P-Z1-DB0-095 represents MOMBASA -NAIROBI-ADDIS ABABA CORRIDOR PHASE III - KENYA happening in Multinational which has status as Ongoing ->,"Project was approved on 30-Nov-2011. 
",P-Z1-DB0-095,Ongoing,MOMBASA -NAIROBI-ADDIS ABABA CORRIDOR PHASE III - KENYA happening in Multinational,30-Nov-2011.,Details regarding project P-Z1-DB0-095
1298,P-EG-FE0-002 represents CTF PROJECT PREPARATION GRANT FOR 200MW WIND PROJECT IN GULF OF SUEZ happening in Egypt which has status as Completed ->,"Project was approved on 29-Nov-2011. 
",P-EG-FE0-002,Completed,CTF PROJECT PREPARATION GRANT FOR 200MW WIND PROJECT IN GULF OF SUEZ happening in Egypt,29-Nov-2011.,Details regarding project P-EG-FE0-002
1299,P-EG-FF0-003 represents CTF PREPARATION GRANT FOR KOM OMBO CONCENTRATED SOLAR POWER PROJECT IN EGYPT happening in Egypt which has status as Completed ->,"Project was approved on 29-Nov-2011. 
",P-EG-FF0-003,Completed,CTF PREPARATION GRANT FOR KOM OMBO CONCENTRATED SOLAR POWER PROJECT IN EGYPT happening in Egypt,29-Nov-2011.,Details regarding project P-EG-FF0-003
1300,P-TD-AA0-019 represents TABLE RONDE SUR LE PROGRAMME NATIONAL POUR LA SECURITE ALIMENTAIRE(PNSA) happening in Chad which has status as Closed ->,"Project was approved on 29-Nov-2011. 
",P-TD-AA0-019,Closed,TABLE RONDE SUR LE PROGRAMME NATIONAL POUR LA SECURITE ALIMENTAIRE(PNSA) happening in Chad,29-Nov-2011.,Details regarding project P-TD-AA0-019
1301,P-Z1-C00-034 represents GESTION DURABLE DES BOISEMENTS ET RESTAURATION DES FORÊTS NATURELLES DU RWANDA happening in Multinational which has status as Completed ->,"Project was approved on 29-Nov-2011. 
",P-Z1-C00-034,Completed,GESTION DURABLE DES BOISEMENTS ET RESTAURATION DES FORÊTS NATURELLES DU RWANDA happening in Multinational,29-Nov-2011.,Details regarding project P-Z1-C00-034
1302,P-MA-HZ0-006 represents PROGRAMME D'APPUI AU DEVELOPPEMENT DU SECTEUR FINANCIER - PHASE II happening in Morocco which has status as Completed ->,"Project was approved on 23-Nov-2011. 
",P-MA-HZ0-006,Completed,PROGRAMME D'APPUI AU DEVELOPPEMENT DU SECTEUR FINANCIER - PHASE II happening in Morocco,23-Nov-2011.,Details regarding project P-MA-HZ0-006
1303,P-TD-KF0-005 represents ASSISTANCE TECHNIQUE ET RENFORCEMENT DES CAPACITES DANS LE DOMAINE DES STATISTIQUES happening in Chad which has status as Completed ->,"Project was approved on 22-Nov-2011. 
",P-TD-KF0-005,Completed,ASSISTANCE TECHNIQUE ET RENFORCEMENT DES CAPACITES DANS LE DOMAINE DES STATISTIQUES happening in Chad,22-Nov-2011.,Details regarding project P-TD-KF0-005
1304,P-DZ-HB0-002 represents RENFORCEMENT DES CAPACITES MINISTERE FINANCES happening in Algeria which has status as Ongoing ->,"Project was approved on 15-Nov-2011. 
",P-DZ-HB0-002,Ongoing,RENFORCEMENT DES CAPACITES MINISTERE FINANCES happening in Algeria,15-Nov-2011.,Details regarding project P-DZ-HB0-002
1305,P-GH-AAD-002 represents ENGAGING LOCAL COMMUNITIES IN REDD+/ENHANCING CARBON STOCKS happening in Ghana which has status as Ongoing ->,"Project was approved on 15-Nov-2011. 
",P-GH-AAD-002,Ongoing,ENGAGING LOCAL COMMUNITIES IN REDD+/ENHANCING CARBON STOCKS happening in Ghana,15-Nov-2011.,Details regarding project P-GH-AAD-002
1306,P-ML-FZ0-002 represents PLAN D'INVESTISSEMENT SREP happening in Mali which has status as Completed ->,"Project was approved on 15-Nov-2011. 
",P-ML-FZ0-002,Completed,PLAN D'INVESTISSEMENT SREP happening in Mali,15-Nov-2011.,Details regarding project P-ML-FZ0-002
1307,P-DJ-AAZ-002 represents AIDE HUMANITAIRE D’URGENCE AUX POPULATIONS VICTIMES DE LA SECHERESSE happening in Djibouti which has status as Completed ->,"Project was approved on 14-Nov-2011. 
",P-DJ-AAZ-002,Completed,AIDE HUMANITAIRE D’URGENCE AUX POPULATIONS VICTIMES DE LA SECHERESSE happening in Djibouti,14-Nov-2011.,Details regarding project P-DJ-AAZ-002
1308,P-CD-AB0-001 represents PROJET D'APPUI AU DEVELOPPEMENT DES INFRASTRUCTURES RURALES (PADIR) happening in Dem Rep Congo which has status as Ongoing ->,"Project was approved on 10-Nov-2011. 
",P-CD-AB0-001,Ongoing,PROJET D'APPUI AU DEVELOPPEMENT DES INFRASTRUCTURES RURALES (PADIR) happening in Dem Rep Congo,10-Nov-2011.,Details regarding project P-CD-AB0-001
1309,P-CM-FA0-006 represents AMENAGEMENT HYDROELECTRIQUE DE LOM PANGAR happening in Cameroon which has status as Ongoing ->,"Project was approved on 10-Nov-2011. 
",P-CM-FA0-006,Ongoing,AMENAGEMENT HYDROELECTRIQUE DE LOM PANGAR happening in Cameroon,10-Nov-2011.,Details regarding project P-CM-FA0-006
1310,P-ET-DB0-014 represents BEDELE - METU ROAD UPGRADING PROJECT happening in Ethiopia which has status as Ongoing ->,"Project was approved on 10-Nov-2011. 
",P-ET-DB0-014,Ongoing,BEDELE - METU ROAD UPGRADING PROJECT happening in Ethiopia,10-Nov-2011.,Details regarding project P-ET-DB0-014
