Question,Answer
P-MZ-DB0-012 represents NACALA TRANSPORT CORRIDOR PHASE-III happening in Mozambique which has status as Ongoing ->,"Project was approved on 05-Dec-2012. 
"
P-Z1-HZ0-003 represents THE EAST AFRICAN COMMUNITY (EAC) - PAYMENTS AND SETTLEMENT SYSTEMS INTEGRATION PROJECT (EAC - PSSIP) happening in Multinational which has status as Ongoing ->,"Project was approved on 05-Dec-2012. 
"
P-ZW-KF0-002 represents CAPACITY BUILDING PROJECT FOR PUBLIC FINANCE AND ECONOMIC MANAGEMENT happening in Zimbabwe which has status as Ongoing ->,"Project was approved on 05-Dec-2012. 
"
P-MA-K00-010 represents PROGRAMME D'APPUI A LA REVITALISATION DE LA GOUVERNANCE ECONOMIQUE ET FINANCIERE PHASE I (PARGEF I) happening in Morocco which has status as Completed ->,"Project was approved on 28-Nov-2012. 
"
P-TN-IZ0-006 represents PROJET D'APPUI A LA RELANCE ECONOMIQUE happening in Tunisia which has status as Completed ->,"Project was approved on 28-Nov-2012. 
"
"P-DJ-E00-003 represents AEPA EN MILIEU RURAL ET CENTRES SECONDAIRES DE TADJOURAH, ARTA ET ALI SABIEH happening in Djibouti which has status as Ongoing ->","Project was approved on 27-Nov-2012. 
"
P-CM-DB0-011 represents PROJET DE ROUTE KUMBA-MAMFE happening in Cameroon which has status as Ongoing ->,"Project was approved on 21-Nov-2012. 
"
P-UG-IAD-001 represents HIGHER EDUCATION SCIENCE AND TECHNOLOGY (HEST) PROJECT happening in Uganda which has status as Ongoing ->,"Project was approved on 21-Nov-2012. 
"
P-GM-K00-008 represents ECONOMIC AND FINANCIAL GOVERNANCE BUDGET SUPPORT happening in Gambia which has status as Completed ->,"Project was approved on 14-Nov-2012. 
"
P-KE-IAD-001 represents SUPPORT TO HIGHER EDUCATION SCIENCE AND TECHNOLOGY TO ENHANCE QUALITY - HEST PROJECT happening in Kenya which has status as Ongoing ->,"Project was approved on 14-Nov-2012. 
"
P-NE-KA0-008 represents PROGRAMME D'APPUI A LA CROISSANCE INCLUSIVE ET AU RENFORCEMENT DE LA SECURITE ALIMENTAIRE happening in Niger which has status as Completed ->,"Project was approved on 14-Nov-2012. 
"
P-SD-KA0-003 represents GRANT FOR THE ENHANCEMENT OF PUBLIC-SECTOR CAPACITY FOR DEBT POLICY ON ARREAR CLEARANCE &DEBT RELIEF happening in Sudan which has status as Closed ->,"Project was approved on 13-Nov-2012. 
"
P-BI-KF0-002 represents RENF CAPACITES INST EMPLOI ET ENTREPRENA happening in Burundi which has status as Completed ->,"Project was approved on 12-Nov-2012. 
"
P-BI-KF0-003 represents RENF CAPACITES STAT S&E PAUVRETE happening in Burundi which has status as Completed ->,"Project was approved on 12-Nov-2012. 
"
P-DJ-KF0-006 represents RENFORCEMENT DES CAPACITES INST (PRCI) happening in Djibouti which has status as Completed ->,"Project was approved on 12-Nov-2012. 
"
P-DJ-KF0-007 represents APPUI AUX STRUCTURES D'ELABORATION DES DONNEES SOCIOECONOMIQUES (PASED) happening in Djibouti which has status as Completed ->,"Project was approved on 12-Nov-2012. 
"
P-BI-K00-010 represents PROJET DE RENFORCEMENT DES CAPACITES DANS LE DOMAINE DE LA GESTION DES FINANCES PUBLIQUES (PRCGF) happening in Burundi which has status as Completed ->,"Project was approved on 09-Nov-2012. 
"
P-BI-K00-011 represents PROJET D'APPUI AU DEVELOPPEMENT DU SECTEUR PRIVE (PADSP) happening in Burundi which has status as Completed ->,"Project was approved on 09-Nov-2012. 
"
P-BI-KF0-004 represents RENF CAPACITES COL DONNEES MO&PS happening in Burundi which has status as Completed ->,"Project was approved on 09-Nov-2012. 
"
P-MA-E00-009 represents APPROVISIONNEMENT EN EAU DE LA REGION DE MARRAKECH happening in Morocco which has status as Ongoing ->,"Project was approved on 07-Nov-2012. 
"
P-CF-KF0-002 represents APPUI EN STATISTIQUE ET A LA MISE EN OEUVRE DU DRSP2 (2011-2015) happening in Centrafrique which has status as Completed ->,"Project was approved on 01-Nov-2012. 
"
P-TD-KF0-007 represents PROJET D'APPUI AU RENFORCEMENT DES CAPACITES DANS LE DOMAINE DES INDUSTRIES EXTRACTIVES ET PETROLE happening in Chad which has status as Closed ->,"Project was approved on 01-Nov-2012. 
"
P-TD-KF0-008 represents PROJET D'APPUI AU RENFORCEMENT DES CAPACITES DANS LE DOMAINE DES FINANCES PUBLIQUES happening in Chad which has status as Closed ->,"Project was approved on 01-Nov-2012. 
"
P-MZ-CZ0-001 represents SUSTAINABLE LAND & WATER RES. MGT PROJECT (SLWRMP) PPCR happening in Mozambique which has status as Ongoing ->,"Project was approved on 31-Oct-2012. 
"
P-BJ-EAZ-003 represents APPUI DÉCENTRALISATION SCES EAU & ASSAIN happening in Benin which has status as Completed ->,"Project was approved on 29-Oct-2012. 
"
P-CF-E00-005 represents 1ER SOUS-PROGRAMME SECTORIEL AEPA DE BANGUI ET ENVIRONNANTS happening in Centrafrique which has status as Ongoing ->,"Project was approved on 24-Oct-2012. 
"
P-LR-E00-004 represents RURAL WATER SANITATION AND HYGIENE PROGRAM DEVELOPMENT STUDY happening in Liberia which has status as Completed ->,"Project was approved on 19-Oct-2012. 
"
P-SL-IBE-001 represents EMERGENCY ASSISTANCE TO SUPPORT EFFORTS AT CONTROLLING happening in Sierra Leone which has status as Closed ->,"Project was approved on 11-Oct-2012. 
"
P-MZ-AZ0-003 represents BAIXO LIMPOPO IRRIGATION & CLIMATE RESILIENCE PROJECT happening in Mozambique which has status as Ongoing ->,"Project was approved on 26-Sep-2012. 
"
P-NE-CZ0-004 represents PPCR-NIGER PROJET DE MOBILISATION ET DE VALORISATION DES RESSOURCES EN EAU-PROMOVARE happening in Niger which has status as Ongoing ->,"Project was approved on 25-Sep-2012. 
"
P-MG-A00-003 represents PPF - PROJET JEUNES ENTREPRISES RURALES DANS LE MOYEN OUEST happening in Madagascar which has status as Completed ->,"Project was approved on 24-Sep-2012. 
"
P-NE-CZ0-001 represents PPCR-NIGER- PROJET DE DEVLEOPPEMENT DE L'INFORMATION ET DE LA PROSPECTIVE CLIMATIQUES-PDIPC happening in Niger which has status as Ongoing ->,"Project was approved on 24-Sep-2012. 
"
P-MA-HZ0-010 represents PROJET D'ELABORATION DU CODE MONETAIRE ET FINANCIER happening in Morocco which has status as Completed ->,"Project was approved on 20-Sep-2012. 
"
P-Z1-FA0-022 represents ETHIOPIA-KENYA ELECTRICITY HIGHWAY (ETHIOPIA) happening in Multinational which has status as Ongoing ->,"Project was approved on 19-Sep-2012. 
"
P-Z1-FA0-026 represents INTERCONNEXION DES RESEAUX ELECTRIQUE RCA-RDC A PARTIR DU SYSTEME HYDROELECTRIQUE DE BOALI PHASE.1 happening in Multinational which has status as Ongoing ->,"Project was approved on 19-Sep-2012. 
"
P-Z1-FA0-044 represents ETHIOPIA-KENYA ELECTRICITY HIGHWAY(KENYA) happening in Multinational which has status as Ongoing ->,"Project was approved on 19-Sep-2012. 
"
P-Z1-FA0-047 represents INTERCONNEXION DES RESEAUX ELECTRIQUES RCA-RDC A PARTIR DU SYSTEME HYDROELECTRIQUE DE BOALI PHASE.1 happening in Multinational which has status as Ongoing ->,"Project was approved on 19-Sep-2012. 
"
P-GH-KF0-001 represents GHANA INSTITUTIONAL SUPPORT PROGRAM TO OVERSIGHT AND PRIVATE SECTOR DEVELOPMENT INSTITUIONS (GISP) happening in Ghana which has status as Completed ->,"Project was approved on 10-Sep-2012. 
"
P-GM-A00-004 represents EMERGENCY ASSISTANCE CROP FAILURE happening in Gambia which has status as Completed ->,"Project was approved on 10-Sep-2012. 
"
P-LR-K00-013 represents INSTITUTIONAL SUPPORT FOR THE INTEGRATED PUBLIC FINANCIAL MANAGEMENT REFORM PROJECT (IPFMRP) happening in Liberia which has status as Completed ->,"Project was approved on 10-Sep-2012. 
"
P-MR-AAZ-003 represents AIDE HUMANITAIRE D'URGENCE AUX REFUGIES MALIENS happening in Mauritania which has status as Closed ->,"Project was approved on 10-Sep-2012. 
"
P-SN-A00-006 represents AIDE URGENCE MONDE RURAL happening in Senegal which has status as Completed ->,"Project was approved on 10-Sep-2012. 
"
P-SN-KA0-008 represents PROJET D’APPUI À LA PROMOTION DU SECTEUR PRIVÉ AU SÉNÉGAL (PAPSP) happening in Senegal which has status as Ongoing ->,"Project was approved on 10-Sep-2012. 
"
P-BJ-KA0-014 represents PROGRAMME D'APPUI AUX REFORMES ECONOMIQUES ET FINANCIERES- PAREF happening in Benin which has status as Completed ->,"Project was approved on 06-Sep-2012. 
"
P-ZM-EAZ-002 represents MULTIPURPOSE SMALL DAMS happening in Zambia which has status as Completed ->,"Project was approved on 04-Sep-2012. 
"
P-Z1-BZ0-009 represents INCLUSIVE INDUSTRIES PROGRAM happening in Multinational which has status as Closed ->,"Project was approved on 21-Aug-2012. 
"
P-DZ-HA0-003 represents APPUI À LA SUPERVISION DE LA MODERNISATION DU SI DES BANQUES PUBLIQUES happening in Algeria which has status as Ongoing ->,"Project was approved on 17-Aug-2012. 
"
P-TN-A00-006 represents DON MIC - PDAI DE GABÈS ET GAFSA happening in Tunisia which has status as Closed ->,"Project was approved on 26-Jul-2012. 
"
P-ET-K00-011 represents ETHIOPIA PROMOTING BASIC SERVICES PROGRAMME (PBS III) happening in Ethiopia which has status as Completed ->,"Project was approved on 18-Jul-2012. 
"
P-MA-A00-002 represents PROGRAMME D'APPUI AU PLAN MAROC VERT (PAPMV) happening in Morocco which has status as Completed ->,"Project was approved on 18-Jul-2012. 
"
P-Z1-DC0-014 represents EXTENSION OF THE KINSHASA-ILEBO RAILWAY happening in Multinational which has status as Completed ->,"Project was approved on 15-Jul-2012. 
"
P-MG-IZ0-002 represents AIDE D'URGENCE CYCLONE GIOVANNA IRINA happening in Madagascar which has status as Closed ->,"Project was approved on 12-Jul-2012. 
"
P-ML-IE0-004 represents AIDE HUMANITAIRE D'URGENCE POUR LE MALI happening in Mali which has status as Completed ->,"Project was approved on 12-Jul-2012. 
"
P-BI-K00-009 represents PROGRAMME D'APPUI AUX REFORMES ECONOMIQUES (PARE V) happening in Burundi which has status as Completed ->,"Project was approved on 11-Jul-2012. 
"
P-GH-FD0-002 represents TAKORADI II EXPANSION POWER PROJECT happening in Ghana which has status as Ongoing ->,"Project was approved on 11-Jul-2012. 
"
P-MW-KA0-002 represents RESTORATION OF FISCAL STABILITY AND SOCIAL PROTECTION happening in Malawi which has status as Completed ->,"Project was approved on 11-Jul-2012. 
"
P-TD-E00-003 represents PROJET AEPA CENTRES SECONDAIRES ET ZONES RRALES ENVIRONNANTES happening in Chad which has status as Completed ->,"Project was approved on 11-Jul-2012. 
"
P-MG-AAC-004 represents PPF PRÉPARATION DE BAS MANGOKY II happening in Madagascar which has status as Closed ->,"Project was approved on 10-Jul-2012. 
"
P-KE-EAZ-003 represents SCALING UP RAINWATER MANAGEMENT happening in Kenya which has status as Completed ->,"Project was approved on 05-Jul-2012. 
"
P-Z1-DB0-098 represents DON SUPPLEMENTAIRE RCA- PROGRAMME DE FACILITATION DU TRANSPORT SUR LES CORRIDORS DOUALA-BANGUI/DOUAL happening in Multinational which has status as Closed ->,"Project was approved on 02-Jul-2012. 
"
P-Z1-DC0-013 represents EAC RAILWAYS SECTOR ENHANCEMENT PROJECT happening in Multinational which has status as Completed ->,"Project was approved on 29-Jun-2012. 
"
P-ET-FE0-002 represents ASSELA WIND FARM – SCALING-UP RENEWABLE ENERGY PROGRAM (SREP) PROJECT PREPARATION GRANT happening in Ethiopia which has status as Completed ->,"Project was approved on 28-Jun-2012. 
"
P-MA-K00-011 represents ETUDE CROISSANCE EMPLOI MAROC happening in Morocco which has status as Completed ->,"Project was approved on 27-Jun-2012. 
"
P-Z1-DB0-073 represents BURUNDI- PROJET D'AMMENAGEMENT ET DE BITUMAGE DE ROUTES MUGINA-MABANDA-NYANZA-LAC happening in Multinational which has status as Ongoing ->,"Project was approved on 27-Jun-2012. 
"
P-Z1-DB0-096 represents TOGO - REHABILITATION DES ROUTES & FACILITATION DES TRANSPORTS CORRIDOR LOME-OUAGADOUGOU happening in Multinational which has status as Completed ->,"Project was approved on 27-Jun-2012. 
"
P-Z1-DB0-097 represents BURKINA-FASO REHABILITATION DES ROUTES & FACILITATION DES TRANSPORTS CORRIDOR LOME OUAGADOUGOU happening in Multinational which has status as Ongoing ->,"Project was approved on 27-Jun-2012. 
"
P-Z1-DB0-099 represents RWANDA-PROJET D’AMENAGEMENT DE ROUTES (MUGINA-MABANDA ET RUBAVU-GISIZA)-BURUNDI/RWANDA happening in Multinational which has status as Ongoing ->,"Project was approved on 27-Jun-2012. 
"
P-GH-IAE-001 represents DEVELOPMENT OF SKILLS FOR INDUSTRY PROJECT (DSIP) happening in Ghana which has status as Ongoing ->,"Project was approved on 20-Jun-2012. 
"
P-ZA-HAA-011 represents LAND AND AGRICULTURAL DEVELOPMENT BANK OF SOUTH AFRICA happening in South Africa which has status as Ongoing ->,"Project was approved on 20-Jun-2012. 
"
P-CD-AAD-002 represents PLAN D'INVESTISSEMENT FORESTIER happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 19-Jun-2012. 
"
P-CD-DB0-002 represents PROJET DE REHABILITATION DE LA ROUTE BATSHAMBA-TSHIKAPA – LOT 2 happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 13-Jun-2012. 
"
P-MA-FA0-003 represents PIEHER - ELECTRIFICATION RURALE (PERG) happening in Morocco which has status as Ongoing ->,"Project was approved on 13-Jun-2012. 
"
P-MA-FA0-004 represents PIEHER - PARC ÉOLIEN DE TANGER II happening in Morocco which has status as Ongoing ->,"Project was approved on 13-Jun-2012. 
"
P-MA-FA0-005 represents PIEHER - PARC EOLIEN DE KOUDIA EL BADIA(OUVRAGES RÉSEAUX) happening in Morocco which has status as Ongoing ->,"Project was approved on 13-Jun-2012. 
"
P-MA-FA0-006 represents PIEHER- STEP D'ABDELMOUMEN happening in Morocco which has status as Ongoing ->,"Project was approved on 13-Jun-2012. 
"
P-ZM-FA0-003 represents POWER TRANSMISSION PROJECT happening in Zambia which has status as Ongoing ->,"Project was approved on 13-Jun-2012. 
"
P-ZM-FAB-004 represents ITEZHI-TEZHI HYDROPOWER PROJECT happening in Zambia which has status as Ongoing ->,"Project was approved on 13-Jun-2012. 
"
P-TZ-HB0-001 represents FAPA GRANT TO ENTERPRISE FINANCIAL CENTRES DID TANZANIA happening in Tanzania which has status as Completed ->,"Project was approved on 05-Jun-2012. 
"
P-UG-HB0-001 represents FAPA GRANT TO ENTERPRISE FINANCIAL CENTRES DID UGANDA happening in Uganda which has status as Completed ->,"Project was approved on 05-Jun-2012. 
"
P-CG-AA0-013 represents AIDE HUMAINITAIRE D'URGEMCE happening in Congo CG which has status as Completed ->,"Project was approved on 30-May-2012. 
"
P-KM-AA0-006 represents AIDE HUMANITAIRE URGENCE VICTIMES INONDATIONS happening in Comoros which has status as Completed ->,"Project was approved on 24-May-2012. 
"
P-MA-FF0-001 represents COMPLEXE SOLAIRE OUARZAZATE - PHASE I - CENTRALE NOOR I happening in Morocco which has status as Completed ->,"Project was approved on 16-May-2012. 
"
P-Z1-IA0-009 represents MAINSTREAMING MANAGING FOR DEVELOPMENT RESULTS IN RMC : MFDR (AFCOP) happening in Multinational which has status as Completed ->,"Project was approved on 16-May-2012. 
"
P-Z1-EAZ-031 represents BARO-AKOBO WATER RES. DEVPT STUDY happening in Multinational which has status as Completed ->,"Project was approved on 04-May-2012. 
"
P-LR-A00-003 represents SMALLHOLDER AGRICULTURAL PRODUCTIVITY ENHANCEMENT AND COMMERCIALIZATION (SAPEC) happening in Liberia which has status as Ongoing ->,"Project was approved on 02-May-2012. 
"
P-CM-C00-035 represents PROJET DE RÉHABILITATION ET DE GESTION DURABLE DE LA ZONE D’INTÉRÊT BIOLOGIQUE DE TCHEBOA happening in Cameroon which has status as Completed ->,"Project was approved on 26-Apr-2012. 
"
P-CD-KF0-001 represents PROJET D'APPUI A LA MODERNISATION DES FINANCES PUBLIQUES (PAM-FP) happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 25-Apr-2012. 
"
P-TD-IBE-003 represents AIDE HUMANITAIRE D’URGENCE POUR LA LUTTE CONTRE L'EPIDEMIE DE CHOLERA happening in Chad which has status as Closed ->,"Project was approved on 19-Apr-2012. 
"
P-Z1-C00-047 represents RENFORCEMENT DE LA CONTRIBUTION DES PRODUITS FORESTIERS NON LIGNEUX À LA SÉCURITÉ ALIMENTAIRE EN happening in Multinational which has status as Completed ->,"Project was approved on 13-Apr-2012. 
"
P-TZ-DB0-019 represents ROAD SECTOR SUPPORT PROJECT PHASE II happening in Tanzania which has status as Completed ->,"Project was approved on 08-Apr-2012. 
"
P-Z1-FA0-049 represents ELECTRIFICATION TRANSFRONT.CEEAC PHASE 2 happening in Multinational which has status as Completed ->,"Project was approved on 06-Apr-2012. 
"
P-CD-C00-035 represents APPUI AU DEVELOPPEMENT DE L’AGROFORESTERIE COMMUNAUTAIRE EN REPUBLIQUE DEMOCRATIQUE DU CONGO happening in Dem Rep Congo which has status as Completed ->,"Project was approved on 02-Apr-2012. 
"
P-SD-KA0-002 represents DEBT MANAGEMENT & RESOURCES MOBILIZATION happening in Sudan which has status as Completed ->,"Project was approved on 15-Mar-2012. 
"
P-CF-IBE-002 represents PPROJET D’AIDE D’URGENCE POUR LE RENFORCEMENT DE LA SURVEILLANCE EPIDEMIOLOGIQUE DU CHOLERA happening in Centrafrique which has status as Completed ->,"Project was approved on 14-Mar-2012. 
"
P-NA-IZ0-001 represents SUPPORT FOR ESTABLISHMENT OF THE NATIONAL MEDICAL BENEFIT FUND happening in Namibia which has status as Completed ->,"Project was approved on 12-Mar-2012. 
"
P-CI-AA0-019 represents PROJET D'APPUI AUX INFRASTRUCTURES AGRICOLES INDENIE-DJUBALIN (PAIA-ID) happening in Côte D'Ivoire which has status as Ongoing ->,"Project was approved on 01-Mar-2012. 
"
P-Z1-AAZ-010 represents CGIAR - SUPPORT TO AGRICULTURAL RESEARCH happening in Multinational which has status as Closed ->,"Project was approved on 01-Mar-2012. 
"
P-Z1-K00-045 represents DON TABLE RONDE BAILLEURS DE FONDS ALG happening in Multinational which has status as Completed ->,"Project was approved on 21-Feb-2012. 
"
P-Z1-HAA-041 represents AFRICA FINANCE CORPORATION happening in Multinational which has status as Ongoing ->,"Project was approved on 15-Feb-2012. 
"
P-GM-E00-003 represents THE GAMBIA - RURAL WATER SUPPLY SANITATION PROJECT happening in Gambia which has status as Ongoing ->,"Project was approved on 13-Feb-2012. 
"
"P-MW-IAD-001 represents SUPPORT TO HIGHER EDUCATION SCIENCE & TECHNOLOGY & TECHNICAL, ENTREPRE.AND VOCATIONAL EDUC PROJECT happening in Malawi which has status as Ongoing ->","Project was approved on 08-Feb-2012. 
"
P-NG-E00-005 represents ZARIA WATER AND SANITATION EXPANSION PROJECT happening in Nigeria which has status as Ongoing ->,"Project was approved on 08-Feb-2012. 
"
P-TG-KE0-001 represents ASSISTANCE TECHNIQUE ET RENFORCEMENT DES CAPACITES DU MINISTERE DES TRAVAUX PUBLICS happening in Togo which has status as Completed ->,"Project was approved on 08-Feb-2012. 
"
P-TG-KZ0-001 represents ELABORATION DU DOC COMPLET DE LA DSRP II happening in Togo which has status as Completed ->,"Project was approved on 07-Feb-2012. 
"
P-TG-IZ0-001 represents AUTO DEVELOPPEMENT COMMUNAUTAIRE ET AUTO EMPLOI happening in Togo which has status as Completed ->,"Project was approved on 06-Feb-2012. 
"
P-CF-AB0-003 represents PPF-PROJET D'APPUI A LA REHABILITATION DES INFRASTRUCTURES RURALES (PARIR) happening in Centrafrique which has status as Closed ->,"Project was approved on 02-Feb-2012. 
"
P-SZ-K00-003 represents STATISTICAL CAPACITY BUILDING PROGRAMME - PHASE II (SCB II) happening in Swaziland which has status as Completed ->,"Project was approved on 01-Feb-2012. 
"
P-NE-K00-011 represents PROJET D'APPUI À LA MOBILISATION DES RESSOURCES INTERNES ET À L'AMÉLIORATION DE LA GOUVERNANCE EC happening in Niger which has status as Ongoing ->,"Project was approved on 26-Jan-2012. 
"
P-TG-ID0-001 represents RENF DES CAPACITES DU MINISTERE DE LA PROMOTION DE LA FEMME happening in Togo which has status as Completed ->,"Project was approved on 26-Jan-2012. 
"
P-SD-EA0-002 represents DARFUR WATER PROJECT FOR CONFLICT RESOLUTION happening in Sudan which has status as Closed ->,"Project was approved on 25-Jan-2012. 
"
P-TG-KF0-005 represents INSTITUTIONAL AUDITS FOR (6) MINISTRIES happening in Togo which has status as Completed ->,"Project was approved on 24-Jan-2012. 
"
P-Z1-K00-044 represents SCB III - MDGS & RESULTS MEASUREMENT happening in Multinational which has status as Closed ->,"Project was approved on 18-Jan-2012. 
"
P-MG-IBE-004 represents AIDE HUMANITAIRE D’URGENCE AU TITRE DE LA LUTTE CONTRE LES EPIDEMIES DE POLYOMIELITE PESTE ET RAGE happening in Madagascar which has status as Closed ->,"Project was approved on 16-Jan-2012. 
"
P-MA-AAZ-006 represents ASSISTANCE TECHNIQUE POUR LA PROMOTION DES JEUNES ENTREPRENEURS AGRICOLES (JEA) happening in Morocco which has status as Completed ->,"Project was approved on 12-Jan-2012. 
"
P-TN-EBA-001 represents PROJET D'AMELIORATION DE LA QUALITE DES EAUX EPUREES happening in Tunisia which has status as Ongoing ->,"Project was approved on 11-Jan-2012. 
"
P-CV-EAZ-001 represents MOBILISATION DES RESSOURCES EN EAU happening in Cape Verde which has status as Completed ->,"Project was approved on 04-Jan-2012. 
"
"P-Z1-KF0-020 represents RENF. CAPAC. OPERAT DU SECRETARIAT GENERAL ET DE LA MISE EN OEUVRE DE LA STRATEGIE SECTORIEL.""GENRE"" happening in Multinational which has status as Completed ->","Project was approved on 29-Dec-2011. 
"
P-Z1-C00-045 represents ELIMINER LA COSOMMATION DE BOIS DE CHAUFFE DANS LE SECTEUR CACAO happening in Multinational which has status as Closed ->,"Project was approved on 22-Dec-2011. 
"
P-ZA-KD0-001 represents DEVELOPMENT OF SA OSBP STRATEGY happening in South Africa which has status as Completed ->,"Project was approved on 22-Dec-2011. 
"
P-ST-KF0-001 represents RECENSEMENT GENERAL DE LA POPULATION ET DE L'HABITAT EN 2012 happening in Sao Tome which has status as Completed ->,"Project was approved on 20-Dec-2011. 
"
P-GQ-C00-035 represents GESTION DURABLE DES ÉCOSYSTÈMES DE HAUTE VALEUR SOCIO-ÉCONOMIQUE DE LA RÉSERVE NATURELLE DE RÍO happening in Eq Guinea which has status as Completed ->,"Project was approved on 16-Dec-2011. 
"
P-MW-IE0-004 represents COMPETITIVENESS AND JOB CREATION SUPPORT PROJECT happening in Malawi which has status as Ongoing ->,"Project was approved on 16-Dec-2011. 
"
P-TZ-K00-011 represents GOVERNANCE AND ECONOMIC COMPETITIVENESS SUPPORT PROGRAM (GECSP) happening in Tanzania which has status as Completed ->,"Project was approved on 16-Dec-2011. 
"
P-Z1-DB0-046 represents TRANS-GAMBIA CORRIDOR PROJECT: CONSTRUCTION OF TRANS-GAMBIA BRIDGE AND CROSS BORDER IMPROVEMENT happening in Multinational which has status as Ongoing ->,"Project was approved on 16-Dec-2011. 
"
P-Z1-IAZ-006 represents AFRICAN VIRTUAL UNIVERSITY SUPPORT PROJECT (PHASE 2) happening in Multinational which has status as Completed ->,"Project was approved on 16-Dec-2011. 
"
P-KE-FZ0-003 represents MENENGAI GEOTHERMAL DEVELOPMENT PROJECT happening in Kenya which has status as Ongoing ->,"Project was approved on 14-Dec-2011. 
"
P-Z1-C00-044 represents APPUI A LA PARTICIPATION MULTI ACTEURS AU PROCESSUS REDD happening in Multinational which has status as Completed ->,"Project was approved on 13-Dec-2011. 
"
P-GW-KF0-008 represents RENFORCEMENT DES CAPACITES DES INSTITUTIONS DE L'ADMINISTRATION happening in Guinea-Bissau which has status as Completed ->,"Project was approved on 09-Dec-2011. 
"
P-Z1-C00-041 represents MISE EN VALEUR DES REBUS FORESTIERS ET REFORESTATION DES ESPACES DEGRADES EN AFRIQUE CENTRALE happening in Multinational which has status as Completed ->,"Project was approved on 09-Dec-2011. 
"
P-SC-EA0-003 represents SEYCHELLES - LA GOGUE WATER SUPPLY STUDY happening in Seychelles which has status as Completed ->,"Project was approved on 08-Dec-2011. 
"
P-CV-K00-010 represents PROGRAMME D'APPUI À LA GESTION DES FINANCES FINANCES PUBLIQUES ET A LA RELANCE DU SECTEUR PRIVE happening in Cape Verde which has status as Completed ->,"Project was approved on 07-Dec-2011. 
"
P-NA-HB0-001 represents CORPORATE LOAN TO TRUSTCO FINANCE LIMITED happening in Namibia which has status as Ongoing ->,"Project was approved on 07-Dec-2011. 
"
P-Z1-DB0-031 represents BOTSWANA/ZAMBIA-KAZUNGULA BRIDGE PROJECT happening in Multinational which has status as Ongoing ->,"Project was approved on 07-Dec-2011. 
"
P-Z1-C00-039 represents EXPLOITATION INTÉGRÉE DE LA PLANTE JATROPHA AU BURUNDI ET EN RÉPUBLIQUE DU CONGO happening in Multinational which has status as Closed ->,"Project was approved on 06-Dec-2011. 
"
P-Z1-C00-048 represents PROJET DE REFORESTATION ET DE RÉHABILITATION DES ECOSYSTÈMES FORESTIERS AUTOUR DES PALMERAIES VILL happening in Multinational which has status as Completed ->,"Project was approved on 06-Dec-2011. 
"
P-Z1-C00-050 represents GESTION ET RESTAURATION PARTICIPATIVE DES PAYSAGES FORESTIERS DÉGRADÉS DE LA RÉSERVE DE BIOSPHÈR happening in Multinational which has status as Completed ->,"Project was approved on 06-Dec-2011. 
"
P-CG-C00-035 represents INVENTAIRE FORESTIER MULTI RESSOURCES EN VUE DE L’ELABORATION DU PLAN D’AFFECTATION DES TERRES happening in Congo CG which has status as Completed ->,"Project was approved on 05-Dec-2011. 
"
P-ER-IAE-001 represents SUPPORT TO TECHNICAL AND VOCATIONAL EDUCATION AND TRAINING - STVET PROJECT happening in Eritrea which has status as Ongoing ->,"Project was approved on 30-Nov-2011. 
"
P-SL-HA0-004 represents CENTRAL BANK OF SIERRA LEONE CAPACITY BUILDING COMPONENT OF THE FINANCIAL SECTOR DEVELOPMENT PLAN happening in Sierra Leone which has status as Closed ->,"Project was approved on 30-Nov-2011. 
"
P-Z1-C00-042 represents APICULTURE AMÉLIORÉE ET REFORESTATION AUTOUR DE LA FORÊT DE BAGANDOU happening in Multinational which has status as Completed ->,"Project was approved on 30-Nov-2011. 
"
P-Z1-DB0-070 represents MOMBASA -NAIROBI-ADDIS ABABA CORRIDOR PHASE III - ETHIOPIA happening in Multinational which has status as Ongoing ->,"Project was approved on 30-Nov-2011. 
"
P-Z1-DB0-095 represents MOMBASA -NAIROBI-ADDIS ABABA CORRIDOR PHASE III - KENYA happening in Multinational which has status as Ongoing ->,"Project was approved on 30-Nov-2011. 
"
P-EG-FE0-002 represents CTF PROJECT PREPARATION GRANT FOR 200MW WIND PROJECT IN GULF OF SUEZ happening in Egypt which has status as Completed ->,"Project was approved on 29-Nov-2011. 
"
P-EG-FF0-003 represents CTF PREPARATION GRANT FOR KOM OMBO CONCENTRATED SOLAR POWER PROJECT IN EGYPT happening in Egypt which has status as Completed ->,"Project was approved on 29-Nov-2011. 
"
P-TD-AA0-019 represents TABLE RONDE SUR LE PROGRAMME NATIONAL POUR LA SECURITE ALIMENTAIRE(PNSA) happening in Chad which has status as Closed ->,"Project was approved on 29-Nov-2011. 
"
P-Z1-C00-034 represents GESTION DURABLE DES BOISEMENTS ET RESTAURATION DES FORÊTS NATURELLES DU RWANDA happening in Multinational which has status as Completed ->,"Project was approved on 29-Nov-2011. 
"
P-MA-HZ0-006 represents PROGRAMME D'APPUI AU DEVELOPPEMENT DU SECTEUR FINANCIER - PHASE II happening in Morocco which has status as Completed ->,"Project was approved on 23-Nov-2011. 
"
