Question,Answer
Details regarding project P-Z1-KB0-007,The project named africa sme program - inclusive growth and job creation happening in multinational with code P-Z1-KB0-007 was approved on 22-Jul-2013 with the current project status as Ongoing
Details regarding project P-CG-KF0-005,The project named developpement des competences nationales happening in congo cg with code P-CG-KF0-005 was approved on 19-Jul-2013 with the current project status as Completed
Details regarding project P-CD-K00-008,The project named projet de renforcement en capacité institutionnelle en réforme des finances publiques happening in dem rep congo with code P-CD-K00-008 was approved on 18-Jul-2013 with the current project status as Completed
Details regarding project P-NG-HA0-005,The project named fidelity bank plc happening in nigeria with code P-NG-HA0-005 was approved on 17-Jul-2013 with the current project status as Ongoing
Details regarding project P-SN-KE0-001,The project named pr.pistes com.en appui au pndl phase ii happening in senegal with code P-SN-KE0-001 was approved on 17-Jul-2013 with the current project status as Completed
Details regarding project P-ZW-E00-004,The project named supplementary financing to urgent water supply and sanitation rehabilitation project happening in zimbabwe with code P-ZW-E00-004 was approved on 17-Jul-2013 with the current project status as Completed
Details regarding project P-Z1-KF0-033,The project named capacity strengthening for gs- ioc happening in multinational with code P-Z1-KF0-033 was approved on 15-Jul-2013 with the current project status as Approved
Details regarding project P-Z1-KF0-035,The project named t.a and capacity building to icglr happening in multinational with code P-Z1-KF0-035 was approved on 15-Jul-2013 with the current project status as Ongoing
Details regarding project P-BI-J00-001,The project named aide d’urgence pour attenuer l'effet de l'incendie du marche de bujumbura happening in burundi with code P-BI-J00-001 was approved on 10-Jul-2013 with the current project status as Completed
Details regarding project P-GN-K00-008,The project named projet d'appui a la planification economique et a la gouvernance miniere happening in guinea with code P-GN-K00-008 was approved on 10-Jul-2013 with the current project status as Ongoing
Details regarding project P-LR-KF0-007,The project named technical assistance & capacity building to leiti- phase ii 2013-2015 happening in liberia with code P-LR-KF0-007 was approved on 08-Jul-2013 with the current project status as Completed
Details regarding project P-SO-KF0-002,The project named technical assistance in the somalia aid and debt managment office (sadmu) happening in somalia with code P-SO-KF0-002 was approved on 08-Jul-2013 with the current project status as Closed
Details regarding project P-SD-K00-002,The project named technical assistance & cb to the preparation of full poverty reduction strategy paper (tcb - prsp) happening in sudan with code P-SD-K00-002 was approved on 03-Jul-2013 with the current project status as Completed
Details regarding project P-ST-EAZ-001,The project named etude programme rwssi happening in sao tome with code P-ST-EAZ-001 was approved on 03-Jul-2013 with the current project status as Completed
Details regarding project P-ML-K00-021,The project named projet d'appui a la gouvernance economique (page) happening in mali with code P-ML-K00-021 was approved on 01-Jul-2013 with the current project status as Completed
Details regarding project P-SD-IBE-003,The project named soudan - emergency assistance to blue nile 2013 happening in sudan with code P-SD-IBE-003 was approved on 01-Jul-2013 with the current project status as Completed
Details regarding project P-DJ-FA0-001,The project named geothermal exploratory drilling project happening in djibouti with code P-DJ-FA0-001 was approved on 28-Jun-2013 with the current project status as Ongoing
Details regarding project P-LS-AAZ-003,The project named emergency humanitarian relief asistance happening in lesotho with code P-LS-AAZ-003 was approved on 27-Jun-2013 with the current project status as Completed
Details regarding project P-MG-IZ0-003,The project named aide urgence cyclone haruna happening in madagascar with code P-MG-IZ0-003 was approved on 27-Jun-2013 with the current project status as Closed
Details regarding project P-TD-KF0-020,The project named projet d'appui au pnd happening in chad with code P-TD-KF0-020 was approved on 27-Jun-2013 with the current project status as Closed
Details regarding project P-RW-FA0-006,The project named scaling-up energy access project happening in rwanda with code P-RW-FA0-006 was approved on 26-Jun-2013 with the current project status as Ongoing
Details regarding project P-SC-K00-006,The project named emergency assist address damag jan cyclone happening in seychelles with code P-SC-K00-006 was approved on 24-Jun-2013 with the current project status as Completed
Details regarding project P-CM-EB0-007,The project named projet d'assainissement de yaoundé phase ii (pady2) happening in cameroon with code P-CM-EB0-007 was approved on 19-Jun-2013 with the current project status as Ongoing
Details regarding project P-MG-AAB-004,The project named projet de réhabilitation des infrastructures agricoles dans la region sud ouest (priaso) happening in madagascar with code P-MG-AAB-004 was approved on 19-Jun-2013 with the current project status as Ongoing
Details regarding project P-SN-K00-008,The project named programme d'appui a la croissance inclusive et la comptetivite economique(pacice) happening in senegal with code P-SN-K00-008 was approved on 19-Jun-2013 with the current project status as Completed
Details regarding project P-ZM-AAE-001,The project named livestock infrastructure support project (lisp) happening in zambia with code P-ZM-AAE-001 was approved on 19-Jun-2013 with the current project status as Ongoing
Details regarding project P-ST-KF0-002,The project named co-financing with alsf of negociation of oil exploration contracts happening in sao tome with code P-ST-KF0-002 was approved on 17-Jun-2013 with the current project status as Completed
Details regarding project P-TN-KE0-002,The project named operationalising ppps in tunisia (ppp advisory) happening in tunisia with code P-TN-KE0-002 was approved on 14-Jun-2013 with the current project status as Ongoing
Details regarding project P-Z1-DC0-015,The project named railways loop cotonou-niam-ouaga-abidjan happening in multinational with code P-Z1-DC0-015 was approved on 12-Jun-2013 with the current project status as Approved
Details regarding project P-CV-DA0-003,The project named projet extension aeroport praia happening in cape verde with code P-CV-DA0-003 was approved on 22-May-2013 with the current project status as Ongoing
Details regarding project P-GH-HAB-002,The project named ut bank ghana trade finance line of credit happening in ghana with code P-GH-HAB-002 was approved on 22-May-2013 with the current project status as Completed
Details regarding project P-MZ-AAC-005,The project named massingir dam emergency rehabilitation project supplementary loan (mderp sl) happening in mozambique with code P-MZ-AAC-005 was approved on 22-May-2013 with the current project status as Completed
Details regarding project P-Z1-HAB-013,The project named commerzbank risk participation agreement happening in multinational with code P-Z1-HAB-013 was approved on 22-May-2013 with the current project status as Completed
Details regarding project P-GH-EBZ-001,The project named a business approach for improved sanitation in ghana – organic fertilisers and energy as drivers happening in ghana with code P-GH-EBZ-001 was approved on 16-May-2013 with the current project status as Closed
Details regarding project P-AO-AAF-002,The project named fisheries sector support project happening in angola with code P-AO-AAF-002 was approved on 15-May-2013 with the current project status as Ongoing
Details regarding project P-GM-AA0-013,The project named food & agriculture sector development project (fasdep) - gambia gafsp happening in gambia with code P-GM-AA0-013 was approved on 15-May-2013 with the current project status as Ongoing
Details regarding project P-CD-FA0-009,The project named projet assistance technique cible au developpement d'inga3 (inga/patcd) happening in dem rep congo with code P-CD-FA0-009 was approved on 13-May-2013 with the current project status as Completed
Details regarding project P-ML-KA0-001,The project named programme d'urgence d'appui a la reprise economique (puare) happening in mali with code P-ML-KA0-001 was approved on 08-May-2013 with the current project status as Completed
Details regarding project P-Z1-HAA-051,The project named fapa- eadb 2013 happening in multinational with code P-Z1-HAA-051 was approved on 01-May-2013 with the current project status as Completed
Details regarding project P-KE-FZ0-005,The project named lake turkana wind power project - sub debt tranche happening in kenya with code P-KE-FZ0-005 was approved on 26-Apr-2013 with the current project status as Ongoing
Details regarding project P-KE-FZ0-007,The project named lake turkana wind power ekf happening in kenya with code P-KE-FZ0-007 was approved on 26-Apr-2013 with the current project status as Ongoing
Details regarding project P-MW-KA0-003,The project named supplementary budget support to rfssp happening in malawi with code P-MW-KA0-003 was approved on 26-Apr-2013 with the current project status as Completed
Details regarding project P-SN-A00-005,The project named appui sécurite alimentaire regions louga matam kaffrine happening in senegal with code P-SN-A00-005 was approved on 26-Apr-2013 with the current project status as Ongoing
Details regarding project P-SN-EBZ-001,The project named amelioration de la gestion et de la valorisation des boues de vidange dans la ville de ziguinchor happening in senegal with code P-SN-EBZ-001 was approved on 23-Apr-2013 with the current project status as Completed
Details regarding project P-BI-C00-001,The project named projet d’amenagement des bassins versants et d'amelioration de la resilience climatique(pabvarc) happening in burundi with code P-BI-C00-001 was approved on 22-Apr-2013 with the current project status as Closed
Details regarding project P-TG-EBZ-001,The project named des toilettes pour tous a sokode par la valorisation des boues de vidange et le micro-credit happening in togo with code P-TG-EBZ-001 was approved on 19-Apr-2013 with the current project status as Completed
Details regarding project P-CD-FA0-005,The project named appui pr creation de l'agence pour le dev. et la promotion du site d'inga (inga/adepi) happening in dem rep congo with code P-CD-FA0-005 was approved on 17-Apr-2013 with the current project status as Completed
Details regarding project P-Z1-DB0-074,The project named multinational: east africa:arusha-voi (tanzania) happening in multinational with code P-Z1-DB0-074 was approved on 16-Apr-2013 with the current project status as Ongoing
Details regarding project P-Z1-DB0-075,The project named multinational: arusha-holili/taveta-voi road (kenya) happening in multinational with code P-Z1-DB0-075 was approved on 16-Apr-2013 with the current project status as Ongoing
Details regarding project P-RW-IZ0-002,The project named skills employability and entrepreneu programme ( seeep) happening in rwanda with code P-RW-IZ0-002 was approved on 03-Apr-2013 with the current project status as Completed
Details regarding project P-SL-KF0-006,The project named tech assistance for mcc ca development happening in sierra leone with code P-SL-KF0-006 was approved on 31-Mar-2013 with the current project status as Closed
Details regarding project P-ZM-AAE-002,The project named project preparation facility - zambia lisp happening in zambia with code P-ZM-AAE-002 was approved on 29-Mar-2013 with the current project status as Completed
Details regarding project P-LR-KF0-006,The project named technical assistance to the ministry of public works happening in liberia with code P-LR-KF0-006 was approved on 25-Mar-2013 with the current project status as Completed
Details regarding project P-MW-FA0-001,The project named kolombidzo hydro power project feasibility study happening in malawi with code P-MW-FA0-001 was approved on 25-Mar-2013 with the current project status as Completed
Details regarding project P-BF-AAD-004,The project named preparation ppg pgfc/redd+ fip burkina happening in burkina faso with code P-BF-AAD-004 was approved on 22-Mar-2013 with the current project status as Closed
Details regarding project P-SO-I00-001,The project named population estimation survey project happening in somalia with code P-SO-I00-001 was approved on 22-Mar-2013 with the current project status as Completed
Details regarding project P-MW-AA0-026,The project named smallholder irrigation and value addition project (sivap/funded by gafsp) happening in malawi with code P-MW-AA0-026 was approved on 13-Mar-2013 with the current project status as Ongoing
Details regarding project P-MW-DB0-012,The project named mzuzu-nkhata bay road rehabilitation project happening in malawi with code P-MW-DB0-012 was approved on 13-Mar-2013 with the current project status as Ongoing
Details regarding project P-UG-DB0-021,The project named road sector support project 4 happening in uganda with code P-UG-DB0-021 was approved on 13-Mar-2013 with the current project status as Ongoing
Details regarding project P-CV-KB0-002,The project named capacity building grant for micro & smes development through business incubators in cape verde happening in cape verde with code P-CV-KB0-002 was approved on 08-Mar-2013 with the current project status as Completed
Details regarding project P-MA-HZ0-009,The project named projet de modernisation du cadre organisationnel de gestion de la dette happening in morocco with code P-MA-HZ0-009 was approved on 27-Feb-2013 with the current project status as Ongoing
Details regarding project P-NG-K00-005,The project named transport sector and economic governance reform program happening in nigeria with code P-NG-K00-005 was approved on 27-Feb-2013 with the current project status as Completed
Details regarding project P-SC-AA0-005,The project named agriculture sector study happening in seychelles with code P-SC-AA0-005 was approved on 27-Feb-2013 with the current project status as Completed
Details regarding project P-TG-KF0-006,The project named projet complementaire au prg.d'at ciblee multisectorielle et de renf.des capacites insti. (pc/patcm) happening in togo with code P-TG-KF0-006 was approved on 27-Feb-2013 with the current project status as Completed
Details regarding project P-Z1-HZ0-005,The project named fapa technical assistance ecowas bank for investment and development (ebid-bidc) happening in multinational with code P-Z1-HZ0-005 was approved on 26-Feb-2013 with the current project status as Completed
Details regarding project P-Z1-HAB-010,The project named ecobank transnational incorporated trade finance risk participation agreement happening in multinational with code P-Z1-HAB-010 was approved on 20-Feb-2013 with the current project status as Completed
Details regarding project P-Z1-HAB-011,The project named standard chartered bank risk participation agreement happening in multinational with code P-Z1-HAB-011 was approved on 20-Feb-2013 with the current project status as Completed
Details regarding project P-Z1-HAB-007,The project named ecobank trade finance line of credit happening in multinational with code P-Z1-HAB-007 was approved on 20-Feb-2013 with the current project status as Closed
Details regarding project P-TN-AA0-011,The project named projet de developpement agricole integre du nord de gafsa happening in tunisia with code P-TN-AA0-011 was approved on 13-Feb-2013 with the current project status as Ongoing
Details regarding project P-NG-D00-003,The project named abuja bus rapid transit (brt) project study happening in nigeria with code P-NG-D00-003 was approved on 05-Feb-2013 with the current project status as Ongoing
Details regarding project P-DJ-EAZ-002,The project named etude d'elaboration du programme national d'aepa en milieu rural a l'horizon 2030 happening in djibouti with code P-DJ-EAZ-002 was approved on 04-Feb-2013 with the current project status as Completed
Details regarding project P-NG-FD0-002,The project named indorama fertilizer happening in nigeria with code P-NG-FD0-002 was approved on 30-Jan-2013 with the current project status as Ongoing
Details regarding project P-LR-KF0-002,The project named institutional development and capacity building for the governance commission happening in liberia with code P-LR-KF0-002 was approved on 18-Jan-2013 with the current project status as Closed
Details regarding project P-ST-K00-009,The project named projet d appui a la gestion economique et financiere happening in sao tome with code P-ST-K00-009 was approved on 14-Jan-2013 with the current project status as Ongoing
Details regarding project P-LR-EB0-002,The project named fostering innovative sanitation and hygiene in monrovia happening in liberia with code P-LR-EB0-002 was approved on 11-Jan-2013 with the current project status as Closed
Details regarding project P-MA-EAZ-004,The project named etude schéma directeur aep moulouya happening in morocco with code P-MA-EAZ-004 was approved on 10-Jan-2013 with the current project status as Closed
Details regarding project P-BJ-EBZ-002,The project named gestion boues de vidange grand cotonou happening in benin with code P-BJ-EBZ-002 was approved on 04-Jan-2013 with the current project status as Completed
Details regarding project P-CG-EAZ-002,The project named eaepa centres second. et operation fdse happening in congo cg with code P-CG-EAZ-002 was approved on 04-Jan-2013 with the current project status as Completed
Details regarding project P-UG-EB0-002,The project named kawempe urban poor sanitation improvement project happening in uganda with code P-UG-EB0-002 was approved on 04-Jan-2013 with the current project status as Completed
Details regarding project P-Z1-DD0-006,The project named port autonome de san pedro phase ii happening in multinational with code P-Z1-DD0-006 was approved on 27-Dec-2012 with the current project status as Completed
Details regarding project P-GH-A00-015,The project named rural enterprises project iii happening in ghana with code P-GH-A00-015 was approved on 19-Dec-2012 with the current project status as Ongoing
Details regarding project P-KM-K00-003,The project named programme d’appui aux reformes du secteur de l’energie et a la gouvernance financiere (parsegf) happening in comoros with code P-KM-K00-003 was approved on 19-Dec-2012 with the current project status as Completed
Details regarding project P-SS-HA0-001,The project named institutional support for pfm and aid happening in south sudan with code P-SS-HA0-001 was approved on 19-Dec-2012 with the current project status as Completed
Details regarding project P-TZ-E00-007,The project named zanzibar urban water supply & sanitation happening in tanzania with code P-TZ-E00-007 was approved on 19-Dec-2012 with the current project status as Ongoing
Details regarding project P-Z1-AAZ-011,The project named kenya-drought resilience & sustainable livelihood program in the horn of africa (phase i) happening in multinational with code P-Z1-AAZ-011 was approved on 19-Dec-2012 with the current project status as Ongoing
Details regarding project P-Z1-AAZ-012,The project named djibouti-drought resilience & sustainable livelihood program in the horn of africa (phase i) happening in multinational with code P-Z1-AAZ-012 was approved on 19-Dec-2012 with the current project status as Ongoing
Details regarding project P-Z1-AAZ-013,The project named ethiopia-drought resilience & sustainable livelihood program in the horn of africa (phase i) happening in multinational with code P-Z1-AAZ-013 was approved on 19-Dec-2012 with the current project status as Ongoing
Details regarding project P-Z1-AAZ-014,The project named igad--drought resilience & sustainable livelihood program in the horn of africa (phase i) happening in multinational with code P-Z1-AAZ-014 was approved on 19-Dec-2012 with the current project status as Ongoing
Details regarding project P-Z1-K00-034,The project named projet d appui au renforcement de capacites institutionnelles de la ceeac happening in multinational with code P-Z1-K00-034 was approved on 19-Dec-2012 with the current project status as Ongoing
Details regarding project P-Z1-F00-043,The project named zizabona power interconnection project happening in multinational with code P-Z1-F00-043 was approved on 18-Dec-2012 with the current project status as Completed
Details regarding project P-MG-DB0-015,"The project named projet d'aménagement des infrastructures routières (rn9, ponts pomay et de befanriana) happening in madagascar with code P-MG-DB0-015 was approved on 14-Dec-2012 with the current project status as Ongoing"
Details regarding project P-NG-HAB-022,"The project named naira line of credit to frb subsidiary, rand merchant bank nigeria limited happening in nigeria with code P-NG-HAB-022 was approved on 12-Dec-2012 with the current project status as Ongoing"
Details regarding project P-TZ-HAB-004,"The project named tanzania shilling line of credit to frb subsidiary, first national bank of tanzania limited happening in tanzania with code P-TZ-HAB-004 was approved on 12-Dec-2012 with the current project status as Ongoing"
Details regarding project P-ZM-HAB-022,"The project named line of credit to frb subsidiary, first national bank of zambia limited happening in zambia with code P-ZM-HAB-022 was approved on 12-Dec-2012 with the current project status as Ongoing"
Details regarding project P-DZ-AA0-002,The project named appui technique au programme création nouvelle exploitation agricole happening in algeria with code P-DZ-AA0-002 was approved on 11-Dec-2012 with the current project status as Ongoing
Details regarding project P-MR-EAZ-007,The project named projet national intégré dans le secteur de l'eau en milieu rural (pniser) happening in mauritania with code P-MR-EAZ-007 was approved on 07-Dec-2012 with the current project status as Ongoing
Details regarding project P-CG-FA0-001,The project named projet d'électrification rurale happening in congo cg with code P-CG-FA0-001 was approved on 06-Dec-2012 with the current project status as Ongoing
Details regarding project P-MZ-DB0-012,The project named nacala transport corridor phase-iii happening in mozambique with code P-MZ-DB0-012 was approved on 05-Dec-2012 with the current project status as Ongoing
Details regarding project P-Z1-HZ0-003,The project named the east african community (eac) - payments and settlement systems integration project (eac - pssip) happening in multinational with code P-Z1-HZ0-003 was approved on 05-Dec-2012 with the current project status as Ongoing
Details regarding project P-ZW-KF0-002,The project named capacity building project for public finance and economic management happening in zimbabwe with code P-ZW-KF0-002 was approved on 05-Dec-2012 with the current project status as Ongoing
Details regarding project P-MA-K00-010,The project named programme d'appui a la revitalisation de la gouvernance economique et financiere phase i (pargef i) happening in morocco with code P-MA-K00-010 was approved on 28-Nov-2012 with the current project status as Completed
Details regarding project P-TN-IZ0-006,The project named projet d'appui a la relance economique happening in tunisia with code P-TN-IZ0-006 was approved on 28-Nov-2012 with the current project status as Completed
Details regarding project P-DJ-E00-003,"The project named aepa en milieu rural et centres secondaires de tadjourah, arta et ali sabieh happening in djibouti with code P-DJ-E00-003 was approved on 27-Nov-2012 with the current project status as Ongoing"
Details regarding project P-CM-DB0-011,The project named projet de route kumba-mamfe happening in cameroon with code P-CM-DB0-011 was approved on 21-Nov-2012 with the current project status as Ongoing
Details regarding project P-UG-IAD-001,The project named higher education science and technology (hest) project happening in uganda with code P-UG-IAD-001 was approved on 21-Nov-2012 with the current project status as Ongoing
Details regarding project P-GM-K00-008,The project named economic and financial governance budget support happening in gambia with code P-GM-K00-008 was approved on 14-Nov-2012 with the current project status as Completed
Details regarding project P-KE-IAD-001,The project named support to higher education science and technology to enhance quality - hest project happening in kenya with code P-KE-IAD-001 was approved on 14-Nov-2012 with the current project status as Ongoing
Details regarding project P-NE-KA0-008,The project named programme d'appui a la croissance inclusive et au renforcement de la securite alimentaire happening in niger with code P-NE-KA0-008 was approved on 14-Nov-2012 with the current project status as Completed
Details regarding project P-SD-KA0-003,The project named grant for the enhancement of public-sector capacity for debt policy on arrear clearance &debt relief happening in sudan with code P-SD-KA0-003 was approved on 13-Nov-2012 with the current project status as Closed
Details regarding project P-BI-KF0-002,The project named renf capacites inst emploi et entreprena happening in burundi with code P-BI-KF0-002 was approved on 12-Nov-2012 with the current project status as Completed
Details regarding project P-BI-KF0-003,The project named renf capacites stat s&e pauvrete happening in burundi with code P-BI-KF0-003 was approved on 12-Nov-2012 with the current project status as Completed
Details regarding project P-DJ-KF0-006,The project named renforcement des capacites inst (prci) happening in djibouti with code P-DJ-KF0-006 was approved on 12-Nov-2012 with the current project status as Completed
Details regarding project P-DJ-KF0-007,The project named appui aux structures d'elaboration des donnees socioeconomiques (pased) happening in djibouti with code P-DJ-KF0-007 was approved on 12-Nov-2012 with the current project status as Completed
Details regarding project P-BI-K00-010,The project named projet de renforcement des capacites dans le domaine de la gestion des finances publiques (prcgf) happening in burundi with code P-BI-K00-010 was approved on 09-Nov-2012 with the current project status as Completed
Details regarding project P-BI-K00-011,The project named projet d'appui au developpement du secteur prive (padsp) happening in burundi with code P-BI-K00-011 was approved on 09-Nov-2012 with the current project status as Completed
Details regarding project P-BI-KF0-004,The project named renf capacites col donnees mo&ps happening in burundi with code P-BI-KF0-004 was approved on 09-Nov-2012 with the current project status as Completed
Details regarding project P-MA-E00-009,The project named approvisionnement en eau de la region de marrakech happening in morocco with code P-MA-E00-009 was approved on 07-Nov-2012 with the current project status as Ongoing
Details regarding project P-CF-KF0-002,The project named appui en statistique et a la mise en oeuvre du drsp2 (2011-2015) happening in centrafrique with code P-CF-KF0-002 was approved on 01-Nov-2012 with the current project status as Completed
Details regarding project P-TD-KF0-007,The project named projet d'appui au renforcement des capacites dans le domaine des industries extractives et petrole happening in chad with code P-TD-KF0-007 was approved on 01-Nov-2012 with the current project status as Closed
Details regarding project P-TD-KF0-008,The project named projet d'appui au renforcement des capacites dans le domaine des finances publiques happening in chad with code P-TD-KF0-008 was approved on 01-Nov-2012 with the current project status as Closed
Details regarding project P-MZ-CZ0-001,The project named sustainable land & water res. mgt project (slwrmp) ppcr happening in mozambique with code P-MZ-CZ0-001 was approved on 31-Oct-2012 with the current project status as Ongoing
Details regarding project P-BJ-EAZ-003,The project named appui décentralisation sces eau & assain happening in benin with code P-BJ-EAZ-003 was approved on 29-Oct-2012 with the current project status as Completed
Details regarding project P-CF-E00-005,The project named 1er sous-programme sectoriel aepa de bangui et environnants happening in centrafrique with code P-CF-E00-005 was approved on 24-Oct-2012 with the current project status as Ongoing
Details regarding project P-LR-E00-004,The project named rural water sanitation and hygiene program development study happening in liberia with code P-LR-E00-004 was approved on 19-Oct-2012 with the current project status as Completed
Details regarding project P-SL-IBE-001,The project named emergency assistance to support efforts at controlling happening in sierra leone with code P-SL-IBE-001 was approved on 11-Oct-2012 with the current project status as Closed
Details regarding project P-MZ-AZ0-003,The project named baixo limpopo irrigation & climate resilience project happening in mozambique with code P-MZ-AZ0-003 was approved on 26-Sep-2012 with the current project status as Ongoing
Details regarding project P-NE-CZ0-004,The project named ppcr-niger projet de mobilisation et de valorisation des ressources en eau-promovare happening in niger with code P-NE-CZ0-004 was approved on 25-Sep-2012 with the current project status as Ongoing
Details regarding project P-MG-A00-003,The project named ppf - projet jeunes entreprises rurales dans le moyen ouest happening in madagascar with code P-MG-A00-003 was approved on 24-Sep-2012 with the current project status as Completed
Details regarding project P-NE-CZ0-001,The project named ppcr-niger- projet de devleoppement de l'information et de la prospective climatiques-pdipc happening in niger with code P-NE-CZ0-001 was approved on 24-Sep-2012 with the current project status as Ongoing
Details regarding project P-MA-HZ0-010,The project named projet d'elaboration du code monetaire et financier happening in morocco with code P-MA-HZ0-010 was approved on 20-Sep-2012 with the current project status as Completed
Details regarding project P-Z1-FA0-022,The project named ethiopia-kenya electricity highway (ethiopia) happening in multinational with code P-Z1-FA0-022 was approved on 19-Sep-2012 with the current project status as Ongoing
Details regarding project P-Z1-FA0-026,The project named interconnexion des reseaux electrique rca-rdc a partir du systeme hydroelectrique de boali phase.1 happening in multinational with code P-Z1-FA0-026 was approved on 19-Sep-2012 with the current project status as Ongoing
Details regarding project P-Z1-FA0-044,The project named ethiopia-kenya electricity highway(kenya) happening in multinational with code P-Z1-FA0-044 was approved on 19-Sep-2012 with the current project status as Ongoing
Details regarding project P-Z1-FA0-047,The project named interconnexion des reseaux electriques rca-rdc a partir du systeme hydroelectrique de boali phase.1 happening in multinational with code P-Z1-FA0-047 was approved on 19-Sep-2012 with the current project status as Ongoing
Details regarding project P-GH-KF0-001,The project named ghana institutional support program to oversight and private sector development instituions (gisp) happening in ghana with code P-GH-KF0-001 was approved on 10-Sep-2012 with the current project status as Completed
Details regarding project P-GM-A00-004,The project named emergency assistance crop failure happening in gambia with code P-GM-A00-004 was approved on 10-Sep-2012 with the current project status as Completed
Details regarding project P-LR-K00-013,The project named institutional support for the integrated public financial management reform project (ipfmrp) happening in liberia with code P-LR-K00-013 was approved on 10-Sep-2012 with the current project status as Completed
Details regarding project P-MR-AAZ-003,The project named aide humanitaire d'urgence aux refugies maliens happening in mauritania with code P-MR-AAZ-003 was approved on 10-Sep-2012 with the current project status as Closed
Details regarding project P-SN-A00-006,The project named aide urgence monde rural happening in senegal with code P-SN-A00-006 was approved on 10-Sep-2012 with the current project status as Completed
Details regarding project P-SN-KA0-008,The project named projet d’appui à la promotion du secteur privé au sénégal (papsp) happening in senegal with code P-SN-KA0-008 was approved on 10-Sep-2012 with the current project status as Ongoing
Details regarding project P-BJ-KA0-014,The project named programme d'appui aux reformes economiques et financieres- paref happening in benin with code P-BJ-KA0-014 was approved on 06-Sep-2012 with the current project status as Completed
Details regarding project P-ZM-EAZ-002,The project named multipurpose small dams happening in zambia with code P-ZM-EAZ-002 was approved on 04-Sep-2012 with the current project status as Completed
Details regarding project P-Z1-BZ0-009,The project named inclusive industries program happening in multinational with code P-Z1-BZ0-009 was approved on 21-Aug-2012 with the current project status as Closed
Details regarding project P-DZ-HA0-003,The project named appui à la supervision de la modernisation du si des banques publiques happening in algeria with code P-DZ-HA0-003 was approved on 17-Aug-2012 with the current project status as Ongoing
Details regarding project P-TN-A00-006,The project named don mic - pdai de gabès et gafsa happening in tunisia with code P-TN-A00-006 was approved on 26-Jul-2012 with the current project status as Closed
Details regarding project P-ET-K00-011,The project named ethiopia promoting basic services programme (pbs iii) happening in ethiopia with code P-ET-K00-011 was approved on 18-Jul-2012 with the current project status as Completed
Details regarding project P-MA-A00-002,The project named programme d'appui au plan maroc vert (papmv) happening in morocco with code P-MA-A00-002 was approved on 18-Jul-2012 with the current project status as Completed
Details regarding project P-Z1-DC0-014,The project named extension of the kinshasa-ilebo railway happening in multinational with code P-Z1-DC0-014 was approved on 15-Jul-2012 with the current project status as Completed
Details regarding project P-MG-IZ0-002,The project named aide d'urgence cyclone giovanna irina happening in madagascar with code P-MG-IZ0-002 was approved on 12-Jul-2012 with the current project status as Closed
Details regarding project P-ML-IE0-004,The project named aide humanitaire d'urgence pour le mali happening in mali with code P-ML-IE0-004 was approved on 12-Jul-2012 with the current project status as Completed
Details regarding project P-BI-K00-009,The project named programme d'appui aux reformes economiques (pare v) happening in burundi with code P-BI-K00-009 was approved on 11-Jul-2012 with the current project status as Completed
Details regarding project P-GH-FD0-002,The project named takoradi ii expansion power project happening in ghana with code P-GH-FD0-002 was approved on 11-Jul-2012 with the current project status as Ongoing
Details regarding project P-MW-KA0-002,The project named restoration of fiscal stability and social protection happening in malawi with code P-MW-KA0-002 was approved on 11-Jul-2012 with the current project status as Completed
Details regarding project P-TD-E00-003,The project named projet aepa centres secondaires et zones rrales environnantes happening in chad with code P-TD-E00-003 was approved on 11-Jul-2012 with the current project status as Completed
Details regarding project P-MG-AAC-004,The project named ppf préparation de bas mangoky ii happening in madagascar with code P-MG-AAC-004 was approved on 10-Jul-2012 with the current project status as Closed
Details regarding project P-KE-EAZ-003,The project named scaling up rainwater management happening in kenya with code P-KE-EAZ-003 was approved on 05-Jul-2012 with the current project status as Completed
Details regarding project P-Z1-DB0-098,The project named don supplementaire rca- programme de facilitation du transport sur les corridors douala-bangui/doual happening in multinational with code P-Z1-DB0-098 was approved on 02-Jul-2012 with the current project status as Closed
Details regarding project P-Z1-DC0-013,The project named eac railways sector enhancement project happening in multinational with code P-Z1-DC0-013 was approved on 29-Jun-2012 with the current project status as Completed
Details regarding project P-ET-FE0-002,The project named assela wind farm – scaling-up renewable energy program (srep) project preparation grant happening in ethiopia with code P-ET-FE0-002 was approved on 28-Jun-2012 with the current project status as Completed
Details regarding project P-MA-K00-011,The project named etude croissance emploi maroc happening in morocco with code P-MA-K00-011 was approved on 27-Jun-2012 with the current project status as Completed
Details regarding project P-Z1-DB0-073,The project named burundi- projet d'ammenagement et de bitumage de routes mugina-mabanda-nyanza-lac happening in multinational with code P-Z1-DB0-073 was approved on 27-Jun-2012 with the current project status as Ongoing
Details regarding project P-Z1-DB0-096,The project named togo - rehabilitation des routes & facilitation des transports corridor lome-ouagadougou happening in multinational with code P-Z1-DB0-096 was approved on 27-Jun-2012 with the current project status as Completed
Details regarding project P-Z1-DB0-097,The project named burkina-faso rehabilitation des routes & facilitation des transports corridor lome ouagadougou happening in multinational with code P-Z1-DB0-097 was approved on 27-Jun-2012 with the current project status as Ongoing
Details regarding project P-Z1-DB0-099,The project named rwanda-projet d’amenagement de routes (mugina-mabanda et rubavu-gisiza)-burundi/rwanda happening in multinational with code P-Z1-DB0-099 was approved on 27-Jun-2012 with the current project status as Ongoing
